LoanID,CustomerID,ProductID,RegionID,OriginationDate,APR,TenorMonths,OriginationAmount,CurrentBalance,Status,InterestType,RepaymentFrequency,RiskBand,Channel,CollateralizedFlag,WriteOffFlag,ClosedDate,LastPaymentDate,Currency
9005201,106953,502,3090,2020-11-09,10.52,53,24957.04,499.14,Active,Fixed,Monthly,D,Branch,1,0,,2022-01-06,EUR
9005202,109116,515,3114,2023-05-13,10.0,14,638.49,12.77,Active,Fixed,Biweekly,B,Online,0,0,,2024-01-11,EUR
9005203,106034,511,3018,2020-06-01,25.72,6,574.13,11.48,Active,Fixed,Biweekly,B,Branch,0,0,,2020-07-31,USD
9005204,104589,504,3124,2021-06-27,13.96,110,9343.87,4738.96,Active,Fixed,Monthly,C,Online,0,0,,2023-12-18,GBP
9005205,101546,517,3129,2023-05-18,12.49,109,46681.07,635.09,Closed,Fixed,Monthly,B,Online,1,0,2025-09-23,2025-09-23,EUR
9005206,106065,507,3105,2021-08-29,8.01,15,2049.49,9.61,Closed,Fixed,Monthly,D,Online,0,0,2023-09-24,2023-09-24,GBP
9005207,101094,511,3065,2021-01-28,19.61,21,1476.98,29.54,Active,Variable,Monthly,C,Branch,0,0,,2022-04-17,INR
9005208,102411,520,3006,2022-07-11,21.08,20,56175.41,1123.51,Active,Fixed,Monthly,B,Branch,0,0,,2023-12-26,INR
9005209,102617,502,3050,2020-01-29,8.96,32,18041.82,360.84,Active,Fixed,Biweekly,C,Branch,1,0,,2021-10-20,EUR
9005210,108954,515,3094,2023-04-03,15.55,12,1185.84,23.72,Active,Fixed,Monthly,A,Partner,0,0,,2024-02-02,INR
9005211,110515,509,3074,2021-06-05,9.31,106,133024.94,73806.31,Active,Variable,Monthly,B,Partner,1,0,,2025-09-21,USD
9005212,104145,522,3103,2022-07-13,11.94,7,7943.31,90.51,Closed,Fixed,Biweekly,B,Online,0,0,2022-12-29,2022-12-29,GBP
9005213,102775,516,3012,2020-08-01,7.48,61,65182.24,1303.64,Active,Variable,Monthly,B,Branch,1,0,,2025-06-13,INR
9005214,106628,509,3137,2023-01-21,8.19,163,115512.39,95073.17,Active,Variable,Monthly,C,Online,1,0,,2025-03-16,USD
9005215,103155,502,3112,2023-07-11,8.35,57,47417.75,27360.09,Active,Variable,Monthly,A,Online,1,0,,2023-09-10,INR
9005216,103970,501,3058,2022-05-17,20.42,0,7953.56,5070.9,Active,Variable,Monthly,A,Online,0,0,,2023-12-05,INR
9005217,107972,513,3037,2023-05-07,8.84,20,13064.52,225.09,Closed,Fixed,Monthly,D,Branch,1,0,2025-09-09,2025-09-09,INR
9005218,110232,508,3019,2020-03-21,12.1,33,5254.46,105.09,Active,Fixed,Biweekly,D,Partner,0,0,,2022-10-17,USD
9005219,108775,516,3013,2025-02-05,10.78,47,30048.81,25971.23,Active,Variable,Weekly,D,Branch,1,0,,2025-09-14,USD
9005220,105415,503,3039,2020-04-08,6.45,63,245505.47,4910.11,Active,Fixed,Monthly,C,Branch,1,0,,2020-12-14,INR
9005221,104331,521,3134,2024-09-01,20.05,28,13620.11,7684.24,Active,Fixed,Monthly,D,Branch,0,0,,2025-08-19,INR
9005222,110295,514,3005,2022-05-18,16.94,0,11850.78,6017.79,Active,Fixed,Monthly,B,Partner,0,0,,2024-02-29,EUR
9005223,101942,512,3008,2025-03-20,20.73,0,2863.51,1454.49,Active,Fixed,Monthly,A,Online,0,0,,2025-09-09,USD
9005224,106026,522,3105,2021-09-25,19.0,7,4268.99,85.38,Active,Variable,Weekly,C,Branch,0,0,,2022-01-21,EUR
9005225,108301,518,3064,2023-06-15,9.54,50,20485.78,154.74,Closed,Fixed,Monthly,B,Partner,1,0,2025-08-22,2025-08-22,USD
9005226,100191,508,3147,2021-09-12,17.78,37,2871.18,9.1,Closed,Fixed,Biweekly,B,Partner,0,0,2022-09-16,2022-09-16,USD
9005227,109095,503,3133,2024-09-06,10.59,349,344151.93,1864.14,Closed,Fixed,Monthly,C,Branch,1,0,2025-09-06,2025-09-06,EUR
9005228,100861,520,3095,2025-08-08,15.7,53,52615.98,50329.46,Active,Fixed,Biweekly,A,Mobile,0,0,,2025-09-19,INR
9005229,106711,507,3038,2024-10-16,9.12,23,2264.27,2.82,Closed,Fixed,Monthly,C,Branch,0,0,2025-08-05,2025-08-05,INR
9005230,109275,514,3122,2020-04-10,15.37,0,11437.73,311.26,Closed,Fixed,Biweekly,D,Branch,0,0,2024-09-13,2024-09-13,EUR
9005231,100649,513,3020,2021-12-26,13.16,32,17358.53,347.17,Active,Variable,Monthly,C,Partner,1,0,,2024-01-11,GBP
9005232,104134,502,3036,2021-01-29,7.0,51,43007.37,860.15,Active,Fixed,Monthly,C,Partner,1,0,,2024-06-11,INR
9005233,111803,523,3011,2021-03-03,18.81,23,19545.02,319.85,Closed,Fixed,Monthly,B,Branch,0,0,2024-06-07,2024-06-07,USD
9005234,107587,516,3014,2021-02-03,6.83,74,50154.94,11947.88,Active,Variable,Monthly,B,Partner,1,0,,2023-09-23,EUR
9005235,108828,507,3148,2025-01-18,12.9,7,9255.9,58.03,Closed,Fixed,Monthly,D,Partner,0,0,2025-09-16,2025-09-16,EUR
9005236,101036,513,3084,2023-05-07,8.17,12,24582.84,424.19,Closed,Fixed,Monthly,E,Mobile,1,0,2025-09-16,2025-09-16,INR
9005237,104131,512,3091,2022-03-14,23.94,0,14858.55,9369.76,Active,Fixed,Monthly,B,Branch,0,0,,2023-02-28,INR
9005238,102148,514,3099,2021-10-22,16.01,0,12083.05,5047.7,Delinquent,Variable,Biweekly,D,Online,0,0,,2023-07-06,USD
9005239,111349,510,3108,2024-11-04,14.55,0,85525.73,4594.99,Closed,Fixed,Monthly,A,Branch,1,0,2025-08-13,2025-08-13,EUR
9005240,111779,514,3085,2020-03-21,21.61,0,35939.3,17320.27,Active,Fixed,Monthly,A,Branch,0,0,,2022-05-13,USD
9005241,111486,511,3137,2023-09-25,19.34,20,296.51,5.93,Active,Fixed,Monthly,A,Branch,0,0,,2025-05-22,USD
9005242,105457,523,3081,2024-11-01,15.33,23,9620.83,5560.81,Active,Fixed,Monthly,C,Branch,0,0,,2024-12-03,INR
9005243,106079,521,3065,2020-12-17,11.68,17,11347.21,226.94,Active,Fixed,Monthly,B,Branch,0,0,,2021-04-28,GBP
9005244,102430,520,3117,2020-02-26,11.06,54,9541.28,190.83,Active,Fixed,Monthly,D,Branch,0,0,,2022-06-30,USD
9005245,101879,508,3116,2021-10-18,15.85,30,3297.28,65.95,Active,Fixed,Monthly,C,Branch,0,0,,2023-08-26,GBP
9005246,111905,521,3021,2022-12-13,15.49,35,13742.87,218.64,Closed,Variable,Monthly,C,Online,0,0,2023-06-15,2023-06-15,USD
9005247,107542,514,3085,2025-09-04,17.1,0,34503.38,2521.29,Closed,Fixed,Monthly,A,Branch,0,0,2025-09-24,2025-09-24,INR
9005248,102011,500,3133,2023-09-11,9.18,33,36292.89,10982.85,Active,Fixed,Monthly,B,Online,0,0,,2025-09-05,USD
9005249,103373,511,3109,2023-04-21,17.78,17,1023.46,19.47,Closed,Variable,Monthly,C,Online,0,0,2025-03-17,2025-03-17,USD
9005250,110335,505,3005,2021-12-22,11.15,40,115070.65,2301.41,Active,Fixed,Monthly,A,Branch,1,0,,2022-08-14,EUR
9005251,107357,500,3072,2020-03-19,13.4,52,26518.26,530.37,Active,Variable,Monthly,C,Branch,0,0,,2022-01-28,INR
9005252,110692,521,3100,2024-10-09,12.09,11,9576.54,398.27,Active,Fixed,Biweekly,D,Partner,0,0,,2025-09-20,EUR
9005253,101289,518,3076,2020-10-10,11.0,25,46097.4,276.91,Closed,Fixed,Monthly,D,Online,1,0,2023-09-18,2023-09-18,INR
9005254,101447,521,3026,2021-12-15,15.8,23,10100.93,82.56,Closed,Fixed,Monthly,A,Branch,0,0,2023-12-26,2023-12-26,USD
9005255,103199,512,3097,2023-06-28,34.16,0,4063.51,2888.52,Active,Fixed,Monthly,D,Mobile,0,0,,2024-01-04,USD
9005256,106381,505,3024,2021-07-10,9.93,76,58233.1,173.07,Closed,Fixed,Monthly,B,Online,1,0,2024-05-02,2024-05-02,GBP
9005257,110135,516,3075,2025-02-11,11.22,57,9565.49,8332.88,Active,Variable,Monthly,B,Branch,1,0,,2025-09-15,USD
9005258,107522,512,3119,2022-08-22,40.48,0,13682.47,10812.44,Active,Fixed,Monthly,C,Partner,0,0,,2022-12-18,INR
9005259,106059,508,3002,2020-05-18,15.79,16,5737.88,286.89,Delinquent,Variable,Monthly,B,Partner,0,0,,2020-06-24,INR
9005260,103183,507,3072,2022-12-30,13.46,11,5122.14,102.44,Active,Fixed,Monthly,C,Online,0,0,,2023-07-07,USD
9005261,105462,514,3110,2025-01-18,20.61,0,17480.85,12176.26,Active,Fixed,Monthly,D,Partner,0,0,,2025-09-01,EUR
9005262,103216,517,3078,2023-06-17,12.47,105,49134.77,37360.41,Active,Variable,Monthly,C,Branch,1,0,,2025-09-14,USD
9005263,103136,501,3071,2024-05-17,39.97,0,940.2,84.3,Closed,Variable,Monthly,B,Mobile,0,0,2025-08-26,2025-08-26,EUR
9005264,103318,520,3033,2021-04-01,22.93,37,55252.51,1032.58,Closed,Fixed,Biweekly,D,Branch,0,0,2023-07-23,2023-07-23,INR
9005265,102782,501,3083,2022-06-20,20.06,0,3662.61,2741.59,Active,Fixed,Monthly,C,Online,0,0,,2024-10-14,USD
9005266,109182,510,3064,2023-04-03,12.43,0,13359.48,10422.62,Active,Variable,Monthly,A,Branch,1,0,,2024-05-08,USD
9005267,107657,500,3028,2024-08-22,17.71,43,3679.19,2542.9,Active,Fixed,Monthly,C,Branch,0,0,,2025-09-14,USD
9005268,104920,517,3003,2021-02-19,13.36,42,64929.82,1298.6,Active,Fixed,Monthly,A,Mobile,1,0,,2021-09-12,INR
9005269,110345,520,3118,2021-12-02,17.33,34,14309.55,173.0,Closed,Fixed,Monthly,C,Branch,0,0,2023-06-01,2023-06-01,GBP
9005270,106324,506,3129,2023-03-12,22.47,0,6318.8,3051.98,Delinquent,Fixed,Biweekly,E,Partner,0,0,,2023-09-26,USD
9005271,106327,520,3112,2024-05-09,22.84,58,50294.41,318.65,Closed,Fixed,Monthly,C,Branch,0,0,2025-07-23,2025-07-23,USD
9005272,108417,516,3091,2020-06-20,9.27,40,42488.54,849.77,Active,Fixed,Monthly,B,Partner,1,0,,2022-10-09,USD
9005273,100776,515,3075,2020-08-25,14.05,23,1390.08,27.8,Active,Variable,Biweekly,E,Branch,0,0,,2022-07-26,INR
9005274,111029,506,3124,2021-09-25,22.17,0,18210.51,11397.48,Active,Fixed,Weekly,D,Online,0,0,,2024-02-06,INR
9005275,105208,521,3043,2022-09-01,22.08,29,9829.78,120.61,Closed,Fixed,Monthly,B,Partner,0,0,2025-09-20,2025-09-20,EUR
9005276,100687,506,3113,2023-03-13,16.97,0,12668.34,10321.01,Active,Fixed,Monthly,A,Online,0,0,,2024-06-01,USD
9005277,100529,501,3104,2021-06-16,34.05,0,8311.29,5004.37,Active,Fixed,Monthly,E,Branch,0,0,,2022-09-27,GBP
9005278,111634,504,3094,2024-01-08,10.06,82,39996.92,35340.43,Delinquent,Variable,Biweekly,A,Branch,0,0,,2025-09-26,GBP
9005279,105067,513,3116,2021-04-28,7.2,45,28634.91,1431.75,Delinquent,Variable,Monthly,C,Branch,1,0,,2022-11-04,EUR
9005280,108080,507,3100,2020-07-20,15.12,12,11201.71,560.09,Delinquent,Fixed,Monthly,E,Partner,0,0,,2020-11-15,INR
9005281,105518,511,3031,2020-10-29,27.88,17,279.17,5.58,Active,Fixed,Monthly,B,Online,0,0,,2021-07-19,INR
9005282,102153,506,3130,2021-12-02,15.14,0,8330.08,7000.47,Delinquent,Fixed,Monthly,E,Online,0,0,,2023-09-14,EUR
9005283,109486,505,3016,2020-10-05,11.77,62,12708.0,320.57,Active,Fixed,Monthly,B,Branch,1,0,,2024-11-19,INR
9005284,106094,512,3118,2020-08-05,32.62,0,5205.46,52.18,Closed,Fixed,Weekly,B,Branch,0,0,2023-12-11,2023-12-11,INR
9005285,106974,521,3139,2022-12-28,13.71,12,14026.44,280.53,Active,Variable,Monthly,A,Online,0,0,,2023-09-08,INR
9005286,109718,511,3063,2022-01-05,21.51,21,1845.52,36.91,Active,Fixed,Monthly,C,Branch,0,0,,2023-09-24,USD
9005287,104774,516,3077,2024-07-04,9.06,24,35463.7,15313.73,Active,Variable,Monthly,C,Branch,1,0,,2025-03-23,USD
9005288,107692,515,3040,2024-07-23,11.65,21,712.25,204.85,Active,Fixed,Biweekly,C,Branch,0,0,,2024-08-25,INR
9005289,111088,500,3001,2022-07-22,19.33,42,39481.59,7.51,Closed,Fixed,Monthly,C,Online,0,0,2024-02-23,2024-02-23,USD
9005290,103103,506,3033,2022-10-07,22.66,0,44720.5,34556.35,Active,Fixed,Biweekly,C,Online,0,0,,2023-06-21,USD
9005291,102440,502,3124,2021-08-18,13.44,27,56528.39,1130.57,Active,Fixed,Monthly,C,Branch,1,0,,2022-11-28,EUR
9005292,104135,505,3087,2021-07-25,15.77,57,101054.53,9855.4,Active,Variable,Monthly,A,Branch,1,0,,2022-05-05,USD
9005293,111994,520,3111,2020-05-26,11.89,34,23663.54,473.27,Active,Variable,Monthly,C,Branch,0,0,,2022-11-18,INR
9005294,107124,502,3039,2024-08-22,9.71,59,50587.44,41932.99,Active,Variable,Monthly,D,Branch,1,0,,2025-09-15,USD
9005295,105201,521,3054,2023-10-19,18.93,8,8242.79,164.86,Active,Fixed,Biweekly,A,Online,0,0,,2024-02-06,INR
9005296,100844,502,3125,2024-02-21,13.75,34,10954.92,5079.21,Active,Fixed,Monthly,E,Branch,1,0,,2025-09-27,USD
9005297,100446,507,3073,2022-02-24,8.48,15,2805.83,38.54,Closed,Fixed,Monthly,E,Online,0,0,2025-09-14,2025-09-14,EUR
9005298,103915,513,3004,2022-12-08,7.38,44,24966.07,6094.54,Active,Variable,Biweekly,B,Online,1,0,,2025-01-01,INR
9005299,103109,522,3055,2024-04-21,15.38,9,3188.37,159.42,Delinquent,Fixed,Monthly,B,Partner,0,0,,2024-10-05,GBP
9005300,101234,508,3117,2020-10-04,14.11,36,4312.48,86.25,Active,Fixed,Monthly,C,Branch,0,0,,2021-04-09,INR
9005301,106587,504,3148,2023-09-22,9.79,38,26376.77,434.5,Closed,Fixed,Monthly,D,Branch,0,0,2024-11-04,2024-11-04,USD
9005302,100226,514,3057,2023-02-23,17.03,0,11255.69,4566.8,Active,Variable,Biweekly,A,Branch,0,0,,2024-02-07,EUR
9005303,104143,516,3092,2022-04-15,9.19,44,46907.49,3196.9,Active,Variable,Monthly,B,Branch,1,0,,2023-10-11,USD
9005304,107185,509,3030,2020-01-22,10.49,168,211281.37,145431.72,Delinquent,Fixed,Monthly,C,Online,1,0,,2025-09-01,USD
9005305,111151,507,3106,2023-10-31,10.2,18,11722.3,234.45,Active,Fixed,Monthly,A,Online,0,0,,2024-03-26,INR
9005306,105558,517,3044,2024-06-10,8.36,90,57624.81,45971.11,Active,Fixed,Monthly,D,Branch,1,0,,2024-11-21,EUR
9005307,110022,505,3001,2023-02-05,8.31,51,164581.58,71968.77,WrittenOff,Fixed,Biweekly,D,Branch,1,1,,2024-07-20,INR
9005308,111971,516,3061,2021-01-21,9.44,34,61637.62,700.92,Closed,Fixed,Monthly,A,Branch,1,0,2023-02-10,2023-02-10,USD
9005309,100186,521,3148,2025-01-05,14.92,26,2571.68,6.61,Closed,Variable,Monthly,B,Branch,0,0,2025-08-04,2025-08-04,EUR
9005310,111069,503,3085,2024-09-13,9.47,319,348050.74,342317.14,Active,Fixed,Monthly,C,Partner,1,0,,2025-09-29,INR
9005311,102535,520,3012,2023-09-23,12.72,58,36428.83,21213.34,Active,Fixed,Weekly,C,Branch,0,0,,2025-02-02,GBP
9005312,101932,514,3018,2021-10-05,16.45,0,15853.18,7459.78,Delinquent,Variable,Monthly,C,Partner,0,0,,2023-03-01,USD
9005313,111116,509,3123,2024-05-19,10.88,229,219181.49,195559.43,Active,Variable,Monthly,A,Branch,1,0,,2025-09-17,INR
9005314,109040,522,3101,2022-02-06,18.97,6,1378.17,6.9,Closed,Fixed,Monthly,A,Partner,0,0,2025-03-25,2025-03-25,INR
9005315,102032,512,3103,2025-06-04,41.17,0,14217.86,10792.12,Active,Variable,Monthly,D,Online,0,0,,2025-09-30,USD
9005316,101252,521,3048,2024-10-28,17.57,31,14712.48,115.19,Closed,Fixed,Weekly,D,Branch,0,0,2025-09-30,2025-09-30,INR
9005317,105509,500,3002,2023-06-29,17.85,13,15412.07,308.24,Active,Fixed,Biweekly,A,Branch,0,0,,2023-10-10,USD
9005318,105074,521,3070,2023-04-07,12.83,26,4827.51,96.55,Active,Fixed,Monthly,A,Online,0,0,,2024-06-15,INR
9005319,101881,521,3014,2025-03-04,19.78,14,12092.22,6750.21,Active,Variable,Monthly,D,Branch,0,0,,2025-04-04,USD
9005320,100269,508,3037,2024-02-08,9.75,21,2191.65,16.62,Closed,Variable,Monthly,B,Partner,0,0,2025-08-07,2025-08-07,EUR
9005321,101630,504,3060,2023-06-17,11.59,35,52009.48,11610.64,Active,Variable,Monthly,B,Online,0,0,,2024-12-09,INR
9005322,104405,510,3009,2022-11-08,15.21,0,122024.46,9388.86,Closed,Variable,Monthly,E,Partner,1,0,2025-08-24,2025-08-24,INR
9005323,111395,521,3099,2024-02-08,12.72,30,2525.23,938.89,Active,Fixed,Monthly,D,Online,0,0,,2025-04-07,INR
9005324,106139,521,3100,2024-02-12,16.33,31,1303.66,10.67,Closed,Variable,Monthly,B,Online,0,0,2025-09-29,2025-09-29,INR
9005325,101574,522,3122,2024-03-18,18.8,22,7383.88,1498.04,Active,Fixed,Monthly,D,Online,0,0,,2024-05-23,USD
9005326,111084,520,3041,2022-04-01,17.77,52,20151.16,4248.93,Active,Fixed,Monthly,B,Branch,0,0,,2024-10-07,EUR
9005327,101695,520,3039,2023-05-13,18.13,41,4116.67,50.23,Closed,Variable,Monthly,B,Partner,0,0,2025-09-29,2025-09-29,GBP
9005328,103258,503,3023,2021-05-01,11.94,158,42327.67,28181.19,Active,Fixed,Monthly,A,Partner,1,0,,2025-09-30,INR
9005329,103262,519,3068,2024-03-15,5.99,268,70209.61,542.64,Closed,Fixed,Monthly,D,Partner,1,0,2025-06-29,2025-06-29,EUR
9005330,101445,515,3084,2020-05-03,8.68,8,1373.06,68.65,Delinquent,Fixed,Monthly,D,Branch,0,0,,2020-12-16,USD
9005331,106263,523,3147,2025-02-22,14.73,17,3079.71,2095.71,Delinquent,Variable,Monthly,D,Partner,0,0,,2025-06-24,INR
9005332,108411,517,3028,2025-08-22,10.2,78,94076.89,109.09,Closed,Fixed,Monthly,E,Branch,1,0,2025-08-17,2025-08-17,USD
9005333,100052,507,3036,2020-07-14,8.25,15,2581.67,51.63,Active,Fixed,Monthly,A,Branch,0,0,,2021-03-06,INR
9005334,109949,501,3019,2024-04-04,19.11,0,5266.1,4235.91,Delinquent,Fixed,Monthly,E,Branch,0,0,,2025-09-29,USD
9005335,105570,516,3145,2023-01-27,11.0,41,61853.31,12902.79,Active,Fixed,Monthly,D,Branch,1,0,,2024-04-11,INR
9005336,107579,509,3003,2023-12-27,8.84,166,159012.98,136653.5,Delinquent,Fixed,Monthly,A,Partner,1,0,,2025-09-28,INR
9005337,101666,512,3138,2023-09-19,18.1,0,4298.05,173.72,Closed,Fixed,Monthly,A,Partner,0,0,2025-08-15,2025-08-15,INR
9005338,106901,514,3085,2023-11-25,12.57,0,38444.99,23376.23,Active,Variable,Biweekly,A,Branch,0,0,,2025-09-14,EUR
9005339,102785,508,3051,2025-01-04,9.07,25,6549.93,4765.5,Active,Fixed,Monthly,A,Branch,0,0,,2025-09-21,USD
9005340,100719,507,3042,2020-10-13,12.9,22,5871.78,117.44,Active,Fixed,Weekly,D,Branch,0,0,,2021-09-07,INR
9005341,108597,505,3141,2022-06-25,16.61,67,175270.2,77584.73,Active,Fixed,Monthly,B,Online,1,0,,2025-09-15,GBP
9005342,106855,503,3121,2021-01-18,10.76,340,285601.71,5560.73,Closed,Fixed,Monthly,C,Online,1,0,2021-12-25,2021-12-25,USD
9005343,102294,517,3131,2021-06-08,13.15,88,77817.13,33172.02,WrittenOff,Fixed,Monthly,B,Online,1,1,,2022-06-17,USD
9005344,108263,523,3143,2020-03-23,10.74,19,34794.06,695.88,Active,Fixed,Weekly,C,Mobile,0,0,,2020-05-28,EUR
9005345,110245,502,3076,2022-10-10,13.03,42,42441.09,8586.14,Active,Variable,Monthly,B,Branch,1,0,,2024-03-11,INR
9005346,109421,503,3147,2025-06-07,9.73,173,277588.72,277588.72,Active,Fixed,Monthly,D,Online,1,0,,2025-09-04,EUR
9005347,109759,520,3082,2025-09-11,14.19,43,56245.61,54803.35,Active,Variable,Monthly,C,Mobile,0,0,,2025-09-15,INR
9005348,111874,512,3148,2023-09-11,21.78,0,18348.26,1559.41,Closed,Fixed,Monthly,B,Online,0,0,2025-09-18,2025-09-18,EUR
9005349,111145,519,3068,2024-05-15,10.85,85,205430.16,159754.86,Active,Variable,Monthly,B,Branch,1,0,,2025-09-20,USD
9005350,104482,510,3013,2025-07-12,18.11,0,140967.4,88332.91,Delinquent,Fixed,Monthly,B,Branch,1,0,,2025-09-13,INR
9005351,100698,507,3069,2024-06-18,8.63,23,13626.69,5363.58,Active,Variable,Monthly,C,Partner,0,0,,2025-05-05,USD
9005352,107243,513,3004,2021-09-04,13.9,34,3655.49,22.87,Closed,Fixed,Monthly,B,Partner,1,0,2022-06-03,2022-06-03,USD
9005353,109018,513,3001,2022-09-08,11.6,57,28525.25,11508.01,Active,Fixed,Monthly,C,Partner,1,0,,2023-06-20,USD
9005354,105918,515,3005,2022-11-20,16.75,15,328.9,32.89,WrittenOff,Fixed,Monthly,E,Partner,0,1,,2023-05-18,INR
9005355,100348,513,3033,2023-05-23,13.04,30,3408.47,84.71,Active,Variable,Monthly,B,Mobile,1,0,,2025-01-20,INR
9005356,105374,500,3021,2023-11-05,8.1,34,15410.79,4967.21,Active,Variable,Monthly,B,Partner,0,0,,2024-05-11,INR
9005357,107869,501,3131,2022-01-05,41.76,0,815.47,62.77,Closed,Variable,Monthly,B,Partner,0,0,2024-06-13,2024-06-13,USD
9005358,100307,519,3112,2022-04-18,10.08,157,196894.58,143205.51,Active,Variable,Monthly,A,Online,1,0,,2024-11-26,EUR
9005359,103416,500,3133,2025-05-20,11.47,18,25620.15,19040.94,Active,Fixed,Monthly,E,Online,0,0,,2025-09-13,USD
9005360,110526,510,3066,2024-11-14,21.07,0,52499.39,40245.03,WrittenOff,Variable,Monthly,D,Mobile,1,1,,2025-05-27,INR
9005361,104820,505,3076,2022-12-26,14.44,82,48215.47,28030.98,Active,Fixed,Monthly,C,Partner,1,0,,2025-09-04,INR
9005362,111001,514,3089,2025-09-19,21.9,0,47518.91,34404.65,Active,Variable,Monthly,A,Partner,0,0,,2025-09-09,USD
9005363,103558,511,3115,2020-11-05,19.78,16,768.85,14.66,Closed,Variable,Monthly,D,Online,0,0,2025-02-19,2025-02-19,INR
9005364,104478,504,3086,2024-08-10,10.24,111,28798.75,25409.61,Active,Fixed,Monthly,A,Branch,0,0,,2024-09-20,USD
9005365,111669,522,3067,2024-02-21,22.18,18,1575.9,31.52,Active,Fixed,Biweekly,A,Online,0,0,,2024-12-26,INR
9005366,106531,511,3100,2022-05-08,24.68,13,1149.38,22.99,Active,Fixed,Monthly,A,Branch,0,0,,2023-02-16,GBP
9005367,104620,521,3056,2024-03-25,10.32,16,8704.51,58.9,Closed,Fixed,Monthly,A,Branch,0,0,2025-09-11,2025-09-11,INR
9005368,110878,513,3133,2021-12-05,8.77,33,5423.62,108.47,Active,Fixed,Monthly,C,Branch,1,0,,2022-05-08,USD
9005369,102985,513,3070,2023-03-11,7.09,35,3288.62,31.59,Closed,Variable,Monthly,A,Partner,1,0,2025-09-09,2025-09-09,USD
9005370,108112,518,3102,2024-04-08,8.77,74,23271.09,16902.9,Active,Variable,Weekly,C,Partner,1,0,,2025-09-14,USD
9005371,108467,504,3132,2023-07-18,6.14,32,23448.4,3773.19,Active,Fixed,Monthly,D,Branch,0,0,,2025-05-01,INR
9005372,102547,502,3059,2020-03-08,6.26,74,46825.76,678.7,Closed,Fixed,Monthly,B,Branch,1,0,2024-03-19,2024-03-19,USD
9005373,110956,517,3144,2021-10-24,7.04,55,72791.04,12915.77,Active,Fixed,Biweekly,C,Partner,1,0,,2024-04-01,GBP
9005374,100336,505,3108,2024-06-15,13.39,14,177889.51,3557.79,Active,Fixed,Monthly,B,Online,1,0,,2025-01-11,INR
9005375,110165,508,3100,2020-01-12,17.94,37,5056.43,101.13,Active,Variable,Monthly,C,Online,0,0,,2020-08-20,INR
9005376,102979,506,3008,2021-01-26,23.02,0,32471.26,29186.66,Active,Variable,Monthly,E,Online,0,0,,2021-07-06,EUR
9005377,103968,520,3131,2021-07-29,23.88,40,49011.98,980.24,Active,Fixed,Monthly,B,Branch,0,0,,2022-08-15,INR
9005378,100910,517,3073,2022-11-12,7.28,114,15330.91,11274.83,Active,Variable,Biweekly,C,Branch,1,0,,2024-07-26,USD
9005379,101996,501,3095,2022-08-03,24.91,0,9579.83,4208.57,Active,Fixed,Monthly,E,Mobile,0,0,,2024-08-30,INR
9005380,103129,519,3128,2023-11-12,6.01,200,22058.98,18977.84,Active,Fixed,Biweekly,A,Partner,1,0,,2025-09-12,EUR
9005381,105447,509,3086,2020-09-06,8.74,96,188139.9,64432.69,Active,Variable,Monthly,B,Branch,1,0,,2022-10-01,GBP
9005382,106129,511,3114,2025-07-09,23.76,19,1041.8,20.83,Closed,Fixed,Monthly,A,Branch,0,0,2025-08-30,2025-08-30,GBP
9005383,105850,501,3144,2021-10-17,19.97,0,8398.15,89.35,Closed,Fixed,Monthly,C,Online,0,0,2025-08-02,2025-08-02,INR
9005384,104204,512,3115,2023-07-30,32.56,0,8905.04,7835.43,Active,Fixed,Biweekly,A,Branch,0,0,,2023-09-27,INR
9005385,107446,507,3127,2022-10-07,10.89,10,13736.66,274.73,Active,Fixed,Biweekly,B,Branch,0,0,,2023-06-12,INR
9005386,111949,522,3090,2020-03-20,22.44,13,3210.52,64.21,Active,Fixed,Monthly,B,Branch,0,0,,2020-11-25,INR
9005387,108519,506,3078,2021-06-08,15.52,0,8042.74,6919.73,Active,Fixed,Biweekly,A,Branch,0,0,,2023-07-03,GBP
9005388,109991,502,3117,2022-05-18,8.77,30,39197.97,783.96,Active,Fixed,Biweekly,B,Online,1,0,,2023-12-13,INR
9005389,100314,522,3006,2025-08-16,21.48,12,2686.42,2539.98,Active,Fixed,Monthly,B,Mobile,0,0,,2025-09-29,INR
9005390,111737,507,3132,2025-01-01,13.74,21,1986.88,1169.21,Active,Fixed,Biweekly,B,Branch,0,0,,2025-09-16,USD
9005391,101134,520,3115,2023-04-11,11.73,12,18026.09,360.52,Active,Fixed,Biweekly,E,Branch,0,0,,2023-10-15,EUR
9005392,110938,500,3102,2022-10-25,12.68,28,23957.29,479.15,Active,Fixed,Monthly,E,Branch,0,0,,2024-10-21,USD
9005393,104876,514,3052,2022-09-12,16.84,0,44561.89,26206.6,Active,Fixed,Monthly,A,Mobile,0,0,,2023-10-15,EUR
9005394,108102,500,3118,2025-03-31,10.12,43,17359.49,14.88,Closed,Variable,Monthly,C,Online,0,0,2025-08-20,2025-08-20,INR
9005395,109712,511,3002,2023-02-21,25.96,20,1286.09,25.72,Active,Variable,Monthly,D,Online,0,0,,2024-08-31,INR
9005396,108347,510,3061,2021-02-27,18.44,0,12540.71,7983.99,Active,Variable,Monthly,C,Partner,1,0,,2021-06-04,INR
