BureauID,CustomerID,Score,Rating,ReportMonth
707305,100778,574,D,2023-10-01T00:00:00.000000000
707306,105275,752,B,2025-05-01T00:00:00.000000000
707307,103343,575,D,2023-03-01T00:00:00.000000000
707308,105992,607,D,2022-08-01T00:00:00.000000000
707309,103595,390,E,2023-07-01T00:00:00.000000000
707310,102499,740,C,2022-09-01T00:00:00.000000000
707311,100586,717,C,2022-05-01T00:00:00.000000000
707312,107489,891,A,2022-08-01T00:00:00.000000000
707313,109246,718,C,2024-09-01T00:00:00.000000000
707314,102999,698,C,2023-03-01T00:00:00.000000000
707315,106744,558,D,2023-03-01T00:00:00.000000000
707316,108801,303,E,2025-05-01T00:00:00.000000000
707317,110368,512,E,2022-07-01T00:00:00.000000000
707318,110692,705,C,2023-09-01T00:00:00.000000000
707319,108998,368,E,2024-02-01T00:00:00.000000000
707320,102483,530,E,2022-01-01T00:00:00.000000000
707321,105795,871,A,2024-02-01T00:00:00.000000000
707322,107909,582,D,2024-02-01T00:00:00.000000000
707323,102699,605,D,2024-04-01T00:00:00.000000000
707324,107484,567,D,2022-09-01T00:00:00.000000000
707325,109543,437,E,2024-02-01T00:00:00.000000000
707326,100108,348,E,2023-01-01T00:00:00.000000000
707327,108717,334,E,2022-05-01T00:00:00.000000000
707328,101498,481,E,2023-06-01T00:00:00.000000000
707329,106097,419,E,2023-11-01T00:00:00.000000000
707330,109141,567,D,2024-04-01T00:00:00.000000000
707331,101667,775,B,2025-01-01T00:00:00.000000000
707332,103184,577,D,2022-05-01T00:00:00.000000000
707333,107453,536,E,2024-03-01T00:00:00.000000000
707334,104947,543,E,2023-08-01T00:00:00.000000000
707335,108797,820,B,2024-12-01T00:00:00.000000000
707336,110586,553,D,2025-01-01T00:00:00.000000000
707337,109816,543,E,2024-10-01T00:00:00.000000000
707338,104917,335,E,2023-02-01T00:00:00.000000000
707339,107428,460,E,2022-06-01T00:00:00.000000000
707340,106861,875,A,2024-03-01T00:00:00.000000000
707341,104402,440,E,2022-02-01T00:00:00.000000000
707342,101057,753,B,2022-09-01T00:00:00.000000000
707343,106312,432,E,2022-11-01T00:00:00.000000000
707344,101368,573,D,2022-05-01T00:00:00.000000000
707345,108102,317,E,2022-11-01T00:00:00.000000000
707346,105738,575,D,2022-03-01T00:00:00.000000000
707347,109863,659,C,2024-02-01T00:00:00.000000000
707348,104633,321,E,2023-02-01T00:00:00.000000000
707349,103738,516,E,2022-09-01T00:00:00.000000000
707350,109119,765,B,2023-07-01T00:00:00.000000000
707351,103625,792,B,2023-05-01T00:00:00.000000000
707352,105200,793,B,2023-12-01T00:00:00.000000000
707353,102736,500,E,2023-02-01T00:00:00.000000000
707354,108896,564,D,2022-10-01T00:00:00.000000000
707355,108474,588,D,2022-07-01T00:00:00.000000000
707356,103683,562,D,2023-01-01T00:00:00.000000000
707357,100970,716,C,2024-11-01T00:00:00.000000000
707358,100488,365,E,2024-07-01T00:00:00.000000000
707359,111298,810,B,2025-02-01T00:00:00.000000000
707360,107461,755,B,2025-06-01T00:00:00.000000000
707361,111045,392,E,2025-01-01T00:00:00.000000000
707362,110281,479,E,2024-05-01T00:00:00.000000000
707363,108361,334,E,2022-06-01T00:00:00.000000000
707364,107150,595,D,2022-08-01T00:00:00.000000000
707365,109784,727,C,2024-01-01T00:00:00.000000000
707366,108757,594,D,2022-05-01T00:00:00.000000000
707367,109609,831,B,2022-10-01T00:00:00.000000000
707368,107355,652,C,2023-11-01T00:00:00.000000000
707369,111559,514,E,2022-01-01T00:00:00.000000000
707370,108576,352,E,2023-01-01T00:00:00.000000000
707371,110837,439,E,2025-01-01T00:00:00.000000000
707372,103135,747,C,2024-02-01T00:00:00.000000000
707373,104176,325,E,2023-07-01T00:00:00.000000000
707374,106923,849,B,2024-02-01T00:00:00.000000000
707375,103256,587,D,2025-06-01T00:00:00.000000000
707376,107512,496,E,2022-02-01T00:00:00.000000000
707377,108429,411,E,2025-05-01T00:00:00.000000000
707378,107463,770,B,2023-07-01T00:00:00.000000000
707379,111632,668,C,2022-12-01T00:00:00.000000000
707380,106442,681,C,2025-08-01T00:00:00.000000000
707381,104832,327,E,2024-11-01T00:00:00.000000000
707382,110124,446,E,2024-08-01T00:00:00.000000000
707383,111353,609,D,2023-01-01T00:00:00.000000000
707384,102576,677,C,2024-12-01T00:00:00.000000000
707385,102071,380,E,2022-01-01T00:00:00.000000000
707386,108523,314,E,2024-09-01T00:00:00.000000000
707387,103129,514,E,2022-04-01T00:00:00.000000000
707388,110703,322,E,2022-02-01T00:00:00.000000000
707389,111241,635,D,2022-08-01T00:00:00.000000000
707390,104284,489,E,2023-04-01T00:00:00.000000000
707391,103535,580,D,2023-10-01T00:00:00.000000000
707392,106365,459,E,2022-10-01T00:00:00.000000000
707393,100352,684,C,2022-09-01T00:00:00.000000000
707394,103122,583,D,2022-07-01T00:00:00.000000000
707395,105207,390,E,2025-04-01T00:00:00.000000000
707396,102031,792,B,2023-05-01T00:00:00.000000000
707397,109051,783,B,2024-06-01T00:00:00.000000000
707398,102926,439,E,2022-11-01T00:00:00.000000000
707399,105825,762,B,2025-07-01T00:00:00.000000000
707400,104044,319,E,2023-03-01T00:00:00.000000000
707401,107881,638,D,2022-07-01T00:00:00.000000000
707402,107591,709,C,2022-03-01T00:00:00.000000000
707403,104620,896,A,2023-11-01T00:00:00.000000000
707404,101170,733,C,2024-03-01T00:00:00.000000000
707405,105640,501,E,2024-06-01T00:00:00.000000000
707406,110320,324,E,2023-04-01T00:00:00.000000000
707407,110819,330,E,2023-02-01T00:00:00.000000000
707408,104917,767,B,2023-10-01T00:00:00.000000000
707409,105245,506,E,2023-08-01T00:00:00.000000000
707410,111825,701,C,2022-10-01T00:00:00.000000000
707411,109797,467,E,2024-05-01T00:00:00.000000000
707412,107306,642,D,2022-04-01T00:00:00.000000000
707413,111125,366,E,2024-07-01T00:00:00.000000000
707414,105801,310,E,2023-02-01T00:00:00.000000000
707415,106745,710,C,2022-05-01T00:00:00.000000000
707416,108263,464,E,2025-02-01T00:00:00.000000000
707417,102292,439,E,2022-04-01T00:00:00.000000000
707418,104674,780,B,2022-11-01T00:00:00.000000000
707419,109425,711,C,2024-01-01T00:00:00.000000000
707420,100193,561,D,2022-12-01T00:00:00.000000000
707421,111774,805,B,2024-07-01T00:00:00.000000000
707422,108921,512,E,2022-11-01T00:00:00.000000000
707423,108227,644,D,2025-03-01T00:00:00.000000000
707424,105197,858,A,2024-08-01T00:00:00.000000000
707425,107188,335,E,2022-11-01T00:00:00.000000000
707426,108436,893,A,2022-07-01T00:00:00.000000000
707427,103466,343,E,2022-02-01T00:00:00.000000000
707428,111959,706,C,2022-01-01T00:00:00.000000000
707429,105212,386,E,2024-01-01T00:00:00.000000000
707430,108120,334,E,2022-09-01T00:00:00.000000000
707431,105945,752,B,2024-12-01T00:00:00.000000000
707432,105495,616,D,2024-05-01T00:00:00.000000000
707433,106319,465,E,2022-10-01T00:00:00.000000000
707434,101781,479,E,2024-03-01T00:00:00.000000000
707435,111046,813,B,2023-07-01T00:00:00.000000000
707436,109407,746,C,2023-07-01T00:00:00.000000000
707437,100615,777,B,2023-08-01T00:00:00.000000000
707438,104163,652,C,2024-05-01T00:00:00.000000000
707439,105274,834,B,2022-03-01T00:00:00.000000000
707440,108645,325,E,2023-10-01T00:00:00.000000000
707441,111496,329,E,2023-10-01T00:00:00.000000000
707442,101531,523,E,2024-05-01T00:00:00.000000000
707443,104561,405,E,2023-11-01T00:00:00.000000000
707444,106571,839,B,2025-04-01T00:00:00.000000000
707445,101775,756,B,2024-02-01T00:00:00.000000000
707446,107136,360,E,2023-10-01T00:00:00.000000000
707447,110681,475,E,2025-02-01T00:00:00.000000000
707448,109341,762,B,2022-09-01T00:00:00.000000000
707449,103706,440,E,2023-09-01T00:00:00.000000000
707450,105155,385,E,2024-12-01T00:00:00.000000000
707451,107405,787,B,2024-12-01T00:00:00.000000000
707452,105346,694,C,2024-08-01T00:00:00.000000000
707453,110329,652,C,2024-08-01T00:00:00.000000000
707454,100082,723,C,2024-10-01T00:00:00.000000000
707455,109715,407,E,2023-11-01T00:00:00.000000000
707456,106794,478,E,2024-02-01T00:00:00.000000000
707457,111572,881,A,2023-04-01T00:00:00.000000000
707458,110771,713,C,2025-02-01T00:00:00.000000000
707459,104936,505,E,2022-03-01T00:00:00.000000000
707460,101107,366,E,2025-09-01T00:00:00.000000000
707461,102074,778,B,2022-02-01T00:00:00.000000000
707462,107737,437,E,2024-12-01T00:00:00.000000000
707463,104474,524,E,2022-09-01T00:00:00.000000000
707464,110116,360,E,2024-04-01T00:00:00.000000000
707465,108572,592,D,2023-12-01T00:00:00.000000000
707466,100636,314,E,2025-09-01T00:00:00.000000000
707467,100799,349,E,2024-04-01T00:00:00.000000000
707468,111975,400,E,2022-07-01T00:00:00.000000000
707469,104012,725,C,2024-02-01T00:00:00.000000000
707470,110747,309,E,2022-01-01T00:00:00.000000000
707471,100282,422,E,2025-05-01T00:00:00.000000000
707472,104309,552,D,2025-09-01T00:00:00.000000000
707473,109371,631,D,2025-05-01T00:00:00.000000000
707474,102046,500,E,2024-11-01T00:00:00.000000000
707475,106673,397,E,2023-06-01T00:00:00.000000000
707476,100854,521,E,2023-10-01T00:00:00.000000000
707477,100616,574,D,2023-01-01T00:00:00.000000000
707478,103230,803,B,2023-04-01T00:00:00.000000000
707479,102088,858,A,2024-05-01T00:00:00.000000000
707480,103873,669,C,2023-09-01T00:00:00.000000000
707481,107672,822,B,2025-06-01T00:00:00.000000000
707482,104614,888,A,2022-09-01T00:00:00.000000000
707483,109220,629,D,2024-05-01T00:00:00.000000000
707484,101044,520,E,2022-12-01T00:00:00.000000000
707485,100645,646,D,2022-08-01T00:00:00.000000000
707486,100940,865,A,2022-10-01T00:00:00.000000000
707487,100342,358,E,2024-10-01T00:00:00.000000000
707488,101666,331,E,2023-08-01T00:00:00.000000000
707489,102464,507,E,2023-04-01T00:00:00.000000000
707490,100037,637,D,2025-06-01T00:00:00.000000000
707491,104431,512,E,2025-09-01T00:00:00.000000000
707492,110352,478,E,2022-11-01T00:00:00.000000000
707493,100250,609,D,2023-02-01T00:00:00.000000000
707494,105007,708,C,2024-07-01T00:00:00.000000000
707495,111608,437,E,2025-04-01T00:00:00.000000000
707496,107238,690,C,2024-10-01T00:00:00.000000000
707497,100263,681,C,2022-04-01T00:00:00.000000000
707498,106527,810,B,2022-07-01T00:00:00.000000000
707499,105886,574,D,2025-06-01T00:00:00.000000000
707500,109606,794,B,2025-02-01T00:00:00.000000000
707501,105105,344,E,2022-01-01T00:00:00.000000000
707502,101621,761,B,2023-12-01T00:00:00.000000000
707503,101753,337,E,2025-06-01T00:00:00.000000000
707504,108753,366,E,2024-04-01T00:00:00.000000000
707505,103582,886,A,2023-12-01T00:00:00.000000000
707506,101157,563,D,2023-01-01T00:00:00.000000000
707507,105508,814,B,2025-02-01T00:00:00.000000000
707508,109957,311,E,2022-10-01T00:00:00.000000000
707509,104156,893,A,2024-02-01T00:00:00.000000000
707510,103835,470,E,2022-02-01T00:00:00.000000000
707511,105861,649,D,2024-09-01T00:00:00.000000000
707512,111733,533,E,2024-04-01T00:00:00.000000000
707513,111321,603,D,2024-03-01T00:00:00.000000000
707514,111448,805,B,2022-06-01T00:00:00.000000000
707515,103103,794,B,2023-05-01T00:00:00.000000000
707516,104752,856,A,2024-09-01T00:00:00.000000000
707517,101045,836,B,2023-03-01T00:00:00.000000000
707518,108015,303,E,2022-03-01T00:00:00.000000000
707519,102857,687,C,2022-10-01T00:00:00.000000000
707520,101102,529,E,2024-05-01T00:00:00.000000000
707521,107303,741,C,2022-07-01T00:00:00.000000000
707522,106445,748,C,2024-12-01T00:00:00.000000000
707523,110927,494,E,2025-08-01T00:00:00.000000000
707524,106002,455,E,2023-10-01T00:00:00.000000000
707525,108578,409,E,2024-07-01T00:00:00.000000000
707526,101612,758,B,2025-03-01T00:00:00.000000000
707527,101565,628,D,2023-02-01T00:00:00.000000000
707528,103355,360,E,2022-02-01T00:00:00.000000000
707529,110568,896,A,2022-06-01T00:00:00.000000000
707530,102507,764,B,2023-07-01T00:00:00.000000000
707531,102200,342,E,2024-03-01T00:00:00.000000000
707532,104004,583,D,2022-06-01T00:00:00.000000000
707533,110964,466,E,2022-02-01T00:00:00.000000000
707534,105810,699,C,2023-01-01T00:00:00.000000000
707535,108998,878,A,2022-10-01T00:00:00.000000000
707536,103783,847,B,2025-04-01T00:00:00.000000000
707537,111221,682,C,2022-05-01T00:00:00.000000000
707538,100640,648,D,2023-02-01T00:00:00.000000000
707539,105925,746,C,2024-07-01T00:00:00.000000000
707540,104086,822,B,2024-01-01T00:00:00.000000000
707541,111187,830,B,2022-06-01T00:00:00.000000000
707542,110430,489,E,2022-12-01T00:00:00.000000000
707543,102099,371,E,2022-03-01T00:00:00.000000000
707544,110834,598,D,2023-11-01T00:00:00.000000000
707545,110580,374,E,2022-01-01T00:00:00.000000000
707546,107867,580,D,2023-03-01T00:00:00.000000000
707547,107898,761,B,2025-04-01T00:00:00.000000000
707548,108433,586,D,2023-01-01T00:00:00.000000000
707549,105789,500,E,2025-02-01T00:00:00.000000000
707550,103749,787,B,2023-02-01T00:00:00.000000000
707551,104746,840,B,2023-07-01T00:00:00.000000000
707552,109626,394,E,2022-09-01T00:00:00.000000000
707553,107195,573,D,2024-04-01T00:00:00.000000000
707554,101433,430,E,2024-09-01T00:00:00.000000000
707555,106502,846,B,2024-09-01T00:00:00.000000000
707556,109631,431,E,2025-09-01T00:00:00.000000000
707557,104277,596,D,2025-03-01T00:00:00.000000000
707558,111160,634,D,2024-09-01T00:00:00.000000000
707559,104887,413,E,2022-04-01T00:00:00.000000000
707560,108103,764,B,2023-06-01T00:00:00.000000000
707561,105933,389,E,2024-02-01T00:00:00.000000000
707562,107507,522,E,2024-01-01T00:00:00.000000000
707563,104448,898,A,2024-11-01T00:00:00.000000000
707564,108668,521,E,2025-03-01T00:00:00.000000000
707565,111757,566,D,2023-06-01T00:00:00.000000000
707566,109510,844,B,2024-09-01T00:00:00.000000000
707567,105328,593,D,2023-06-01T00:00:00.000000000
707568,105194,537,E,2024-05-01T00:00:00.000000000
707569,105350,816,B,2025-05-01T00:00:00.000000000
707570,105696,547,E,2022-08-01T00:00:00.000000000
707571,103657,862,A,2022-02-01T00:00:00.000000000
707572,109480,876,A,2022-04-01T00:00:00.000000000
707573,100268,495,E,2023-03-01T00:00:00.000000000
707574,102935,869,A,2022-08-01T00:00:00.000000000
707575,109213,475,E,2024-06-01T00:00:00.000000000
707576,100089,485,E,2025-03-01T00:00:00.000000000
707577,101925,785,B,2023-12-01T00:00:00.000000000
707578,111265,434,E,2025-05-01T00:00:00.000000000
707579,103247,871,A,2022-12-01T00:00:00.000000000
707580,101148,614,D,2024-12-01T00:00:00.000000000
707581,109794,693,C,2023-02-01T00:00:00.000000000
707582,105297,422,E,2025-07-01T00:00:00.000000000
707583,109994,666,C,2024-08-01T00:00:00.000000000
707584,108196,543,E,2023-02-01T00:00:00.000000000
707585,105932,713,C,2024-04-01T00:00:00.000000000
707586,110356,650,D,2025-07-01T00:00:00.000000000
707587,103061,730,C,2023-08-01T00:00:00.000000000
707588,100430,888,A,2023-01-01T00:00:00.000000000
707589,108581,386,E,2025-09-01T00:00:00.000000000
707590,108015,891,A,2023-05-01T00:00:00.000000000
707591,111742,708,C,2024-06-01T00:00:00.000000000
707592,103542,680,C,2025-04-01T00:00:00.000000000
707593,101373,773,B,2023-05-01T00:00:00.000000000
707594,104839,384,E,2024-08-01T00:00:00.000000000
707595,104179,771,B,2025-08-01T00:00:00.000000000
707596,110840,659,C,2023-07-01T00:00:00.000000000
707597,111490,610,D,2022-09-01T00:00:00.000000000
707598,100452,609,D,2025-07-01T00:00:00.000000000
707599,108514,404,E,2024-02-01T00:00:00.000000000
707600,104014,723,C,2022-01-01T00:00:00.000000000
707601,106049,489,E,2023-07-01T00:00:00.000000000
707602,105658,551,D,2025-09-01T00:00:00.000000000
707603,110180,513,E,2022-12-01T00:00:00.000000000
707604,109320,772,B,2025-08-01T00:00:00.000000000
707605,109301,421,E,2024-04-01T00:00:00.000000000
707606,102550,625,D,2025-09-01T00:00:00.000000000
707607,108697,517,E,2025-02-01T00:00:00.000000000
707608,107028,469,E,2024-07-01T00:00:00.000000000
707609,109371,557,D,2023-01-01T00:00:00.000000000
707610,100495,375,E,2025-07-01T00:00:00.000000000
707611,105036,656,C,2022-11-01T00:00:00.000000000
707612,107137,539,E,2022-12-01T00:00:00.000000000
707613,100385,656,C,2023-11-01T00:00:00.000000000
707614,111726,876,A,2024-05-01T00:00:00.000000000
707615,103614,617,D,2022-09-01T00:00:00.000000000
707616,104771,397,E,2023-02-01T00:00:00.000000000
707617,107280,404,E,2024-08-01T00:00:00.000000000
707618,101896,495,E,2022-03-01T00:00:00.000000000
707619,107008,647,D,2022-07-01T00:00:00.000000000
707620,103517,346,E,2022-06-01T00:00:00.000000000
707621,110526,822,B,2024-11-01T00:00:00.000000000
707622,100810,461,E,2024-03-01T00:00:00.000000000
707623,100882,762,B,2024-04-01T00:00:00.000000000
707624,109594,862,A,2023-11-01T00:00:00.000000000
707625,103794,816,B,2022-10-01T00:00:00.000000000
707626,109480,603,D,2023-05-01T00:00:00.000000000
707627,105307,723,C,2023-03-01T00:00:00.000000000
707628,109089,690,C,2023-02-01T00:00:00.000000000
707629,110596,384,E,2022-11-01T00:00:00.000000000
707630,108121,595,D,2024-05-01T00:00:00.000000000
707631,109408,697,C,2023-06-01T00:00:00.000000000
707632,105229,781,B,2024-02-01T00:00:00.000000000
707633,102955,764,B,2024-01-01T00:00:00.000000000
707634,102953,529,E,2025-04-01T00:00:00.000000000
707635,103570,444,E,2025-07-01T00:00:00.000000000
707636,105742,507,E,2022-01-01T00:00:00.000000000
707637,105184,745,C,2022-03-01T00:00:00.000000000
707638,101088,713,C,2023-07-01T00:00:00.000000000
707639,100316,535,E,2022-11-01T00:00:00.000000000
707640,106238,844,B,2024-04-01T00:00:00.000000000
707641,107970,403,E,2023-06-01T00:00:00.000000000
707642,100394,341,E,2023-02-01T00:00:00.000000000
707643,105315,430,E,2023-01-01T00:00:00.000000000
707644,109765,691,C,2023-07-01T00:00:00.000000000
707645,101062,360,E,2025-08-01T00:00:00.000000000
707646,110388,368,E,2024-08-01T00:00:00.000000000
707647,102423,593,D,2025-07-01T00:00:00.000000000
707648,110605,742,C,2024-09-01T00:00:00.000000000
707649,104551,394,E,2022-06-01T00:00:00.000000000
707650,104371,557,D,2024-06-01T00:00:00.000000000
707651,105674,868,A,2022-10-01T00:00:00.000000000
707652,103581,562,D,2024-06-01T00:00:00.000000000
707653,106548,507,E,2022-09-01T00:00:00.000000000
707654,104258,693,C,2022-06-01T00:00:00.000000000
707655,109834,840,B,2025-09-01T00:00:00.000000000
707656,104895,789,B,2022-06-01T00:00:00.000000000
707657,106947,461,E,2023-08-01T00:00:00.000000000
707658,107784,755,B,2023-05-01T00:00:00.000000000
707659,107236,397,E,2022-02-01T00:00:00.000000000
707660,105228,472,E,2022-02-01T00:00:00.000000000
707661,101542,804,B,2022-10-01T00:00:00.000000000
707662,102899,882,A,2022-01-01T00:00:00.000000000
707663,110226,633,D,2024-10-01T00:00:00.000000000
707664,101478,895,A,2024-12-01T00:00:00.000000000
707665,109203,528,E,2025-04-01T00:00:00.000000000
707666,109623,549,E,2023-08-01T00:00:00.000000000
707667,111448,645,D,2024-08-01T00:00:00.000000000
707668,108648,681,C,2023-05-01T00:00:00.000000000
707669,105010,491,E,2025-03-01T00:00:00.000000000
707670,111256,465,E,2023-10-01T00:00:00.000000000
707671,104051,311,E,2022-05-01T00:00:00.000000000
707672,103576,490,E,2022-01-01T00:00:00.000000000
707673,107835,748,C,2024-07-01T00:00:00.000000000
707674,108095,487,E,2023-06-01T00:00:00.000000000
707675,106653,575,D,2022-05-01T00:00:00.000000000
707676,102292,804,B,2024-01-01T00:00:00.000000000
707677,104879,541,E,2022-07-01T00:00:00.000000000
707678,107205,621,D,2023-02-01T00:00:00.000000000
707679,101138,829,B,2022-07-01T00:00:00.000000000
707680,102545,757,B,2024-06-01T00:00:00.000000000
707681,109552,674,C,2023-05-01T00:00:00.000000000
707682,103190,802,B,2023-01-01T00:00:00.000000000
707683,108247,365,E,2023-12-01T00:00:00.000000000
707684,104519,763,B,2024-12-01T00:00:00.000000000
707685,111383,368,E,2022-12-01T00:00:00.000000000
707686,111628,424,E,2023-06-01T00:00:00.000000000
707687,110151,401,E,2023-11-01T00:00:00.000000000
707688,110321,677,C,2023-10-01T00:00:00.000000000
707689,104977,449,E,2024-01-01T00:00:00.000000000
707690,106704,810,B,2025-08-01T00:00:00.000000000
707691,106191,705,C,2024-01-01T00:00:00.000000000
707692,105765,876,A,2024-12-01T00:00:00.000000000
707693,108429,527,E,2023-09-01T00:00:00.000000000
707694,103039,888,A,2024-05-01T00:00:00.000000000
707695,108580,695,C,2022-08-01T00:00:00.000000000
707696,111598,807,B,2022-05-01T00:00:00.000000000
707697,108876,539,E,2022-02-01T00:00:00.000000000
707698,103983,745,C,2023-11-01T00:00:00.000000000
707699,100186,358,E,2022-02-01T00:00:00.000000000
707700,110935,893,A,2023-10-01T00:00:00.000000000
707701,103428,623,D,2023-09-01T00:00:00.000000000
707702,110602,308,E,2025-08-01T00:00:00.000000000
707703,107758,814,B,2023-05-01T00:00:00.000000000
707704,111426,755,B,2025-04-01T00:00:00.000000000
707705,106754,637,D,2024-07-01T00:00:00.000000000
707706,103388,624,D,2024-01-01T00:00:00.000000000
707707,105069,417,E,2022-07-01T00:00:00.000000000
707708,102934,752,B,2024-01-01T00:00:00.000000000
707709,104371,706,C,2023-06-01T00:00:00.000000000
707710,106934,891,A,2024-08-01T00:00:00.000000000
707711,105987,432,E,2022-08-01T00:00:00.000000000
707712,106859,784,B,2023-02-01T00:00:00.000000000
707713,103969,791,B,2022-06-01T00:00:00.000000000
707714,111441,850,B,2023-11-01T00:00:00.000000000
707715,102751,814,B,2023-03-01T00:00:00.000000000
707716,108173,837,B,2023-10-01T00:00:00.000000000
707717,101575,563,D,2024-12-01T00:00:00.000000000
707718,106503,768,B,2022-03-01T00:00:00.000000000
707719,101259,351,E,2025-09-01T00:00:00.000000000
707720,101056,689,C,2025-08-01T00:00:00.000000000
707721,105660,454,E,2022-09-01T00:00:00.000000000
707722,108736,676,C,2022-05-01T00:00:00.000000000
707723,106243,513,E,2022-12-01T00:00:00.000000000
707724,106800,705,C,2024-05-01T00:00:00.000000000
707725,100329,785,B,2022-01-01T00:00:00.000000000
707726,102169,867,A,2024-09-01T00:00:00.000000000
707727,109770,785,B,2023-09-01T00:00:00.000000000
707728,103006,854,A,2023-09-01T00:00:00.000000000
707729,105840,326,E,2024-03-01T00:00:00.000000000
707730,107145,856,A,2022-02-01T00:00:00.000000000
707731,102523,601,D,2022-08-01T00:00:00.000000000
707732,110981,332,E,2022-12-01T00:00:00.000000000
707733,104222,426,E,2023-10-01T00:00:00.000000000
707734,102915,789,B,2022-09-01T00:00:00.000000000
707735,109964,649,D,2025-08-01T00:00:00.000000000
707736,110330,380,E,2025-02-01T00:00:00.000000000
707737,105674,846,B,2024-05-01T00:00:00.000000000
707738,101956,719,C,2022-03-01T00:00:00.000000000
707739,106189,561,D,2023-10-01T00:00:00.000000000
707740,102072,792,B,2022-04-01T00:00:00.000000000
707741,110588,485,E,2024-05-01T00:00:00.000000000
707742,111007,427,E,2025-05-01T00:00:00.000000000
707743,100872,569,D,2023-01-01T00:00:00.000000000
707744,107497,500,E,2023-12-01T00:00:00.000000000
707745,106004,890,A,2022-02-01T00:00:00.000000000
707746,106437,529,E,2022-03-01T00:00:00.000000000
707747,107333,447,E,2023-03-01T00:00:00.000000000
707748,108448,790,B,2023-12-01T00:00:00.000000000
707749,104917,513,E,2024-02-01T00:00:00.000000000
707750,104032,441,E,2022-08-01T00:00:00.000000000
707751,103260,837,B,2025-04-01T00:00:00.000000000
707752,107166,648,D,2022-05-01T00:00:00.000000000
707753,108885,531,E,2022-08-01T00:00:00.000000000
707754,107442,742,C,2025-03-01T00:00:00.000000000
707755,104037,882,A,2024-08-01T00:00:00.000000000
707756,107201,612,D,2024-07-01T00:00:00.000000000
707757,100555,500,E,2022-08-01T00:00:00.000000000
707758,105609,567,D,2023-05-01T00:00:00.000000000
707759,106642,302,E,2023-11-01T00:00:00.000000000
707760,109469,652,C,2025-03-01T00:00:00.000000000
707761,105228,442,E,2023-01-01T00:00:00.000000000
707762,109139,436,E,2025-08-01T00:00:00.000000000
707763,104580,348,E,2023-03-01T00:00:00.000000000
707764,104373,471,E,2025-09-01T00:00:00.000000000
707765,100397,892,A,2024-04-01T00:00:00.000000000
707766,100221,455,E,2024-06-01T00:00:00.000000000
707767,102365,320,E,2023-03-01T00:00:00.000000000
707768,101777,349,E,2025-02-01T00:00:00.000000000
707769,104060,474,E,2022-08-01T00:00:00.000000000
707770,103954,560,D,2023-03-01T00:00:00.000000000
707771,111714,721,C,2025-02-01T00:00:00.000000000
707772,105728,638,D,2025-03-01T00:00:00.000000000
707773,100774,788,B,2024-10-01T00:00:00.000000000
707774,100339,715,C,2024-12-01T00:00:00.000000000
707775,100006,739,C,2023-08-01T00:00:00.000000000
707776,101296,553,D,2025-08-01T00:00:00.000000000
707777,100287,726,C,2023-01-01T00:00:00.000000000
707778,100892,878,A,2025-08-01T00:00:00.000000000
707779,106990,862,A,2025-09-01T00:00:00.000000000
707780,108908,542,E,2023-09-01T00:00:00.000000000
707781,104279,480,E,2023-11-01T00:00:00.000000000
707782,101853,649,D,2022-03-01T00:00:00.000000000
707783,100569,347,E,2023-10-01T00:00:00.000000000
707784,104718,531,E,2024-05-01T00:00:00.000000000
707785,108834,692,C,2025-04-01T00:00:00.000000000
707786,103672,554,D,2024-06-01T00:00:00.000000000
707787,106991,385,E,2023-12-01T00:00:00.000000000
707788,106773,394,E,2024-01-01T00:00:00.000000000
707789,111520,345,E,2022-12-01T00:00:00.000000000
707790,102551,335,E,2023-08-01T00:00:00.000000000
707791,100109,309,E,2024-09-01T00:00:00.000000000
707792,103650,543,E,2025-03-01T00:00:00.000000000
707793,103219,326,E,2023-10-01T00:00:00.000000000
707794,100731,890,A,2023-07-01T00:00:00.000000000
707795,111235,702,C,2024-08-01T00:00:00.000000000
707796,105693,331,E,2024-02-01T00:00:00.000000000
707797,108759,345,E,2025-08-01T00:00:00.000000000
707798,111240,871,A,2022-07-01T00:00:00.000000000
707799,105556,762,B,2022-08-01T00:00:00.000000000
707800,107104,367,E,2022-11-01T00:00:00.000000000
707801,111063,316,E,2025-04-01T00:00:00.000000000
707802,109549,876,A,2023-04-01T00:00:00.000000000
707803,107263,484,E,2022-09-01T00:00:00.000000000
707804,101071,816,B,2025-05-01T00:00:00.000000000
707805,107973,893,A,2022-04-01T00:00:00.000000000
707806,107445,354,E,2022-11-01T00:00:00.000000000
707807,105071,661,C,2022-10-01T00:00:00.000000000
707808,107370,788,B,2024-05-01T00:00:00.000000000
707809,102246,303,E,2025-05-01T00:00:00.000000000
707810,110747,479,E,2022-05-01T00:00:00.000000000
707811,110568,318,E,2022-03-01T00:00:00.000000000
707812,101920,430,E,2023-01-01T00:00:00.000000000
707813,106012,797,B,2023-04-01T00:00:00.000000000
707814,108315,878,A,2025-05-01T00:00:00.000000000
707815,106343,584,D,2022-08-01T00:00:00.000000000
707816,100074,480,E,2024-04-01T00:00:00.000000000
707817,101988,675,C,2023-12-01T00:00:00.000000000
707818,108348,363,E,2025-02-01T00:00:00.000000000
707819,107287,778,B,2022-02-01T00:00:00.000000000
707820,103083,838,B,2022-06-01T00:00:00.000000000
707821,103818,613,D,2023-07-01T00:00:00.000000000
