CollateralID,LoanID,CollateralType,Valuation,LienStatus
402093,9027350,Property,207623.62,Active
402094,9029382,Vehicle,106550.41,Active
402095,9018886,Other,72133.74,Active
402096,9029232,Vehicle,197971.55,Active
402097,9012023,Property,121608.64,Active
402098,9001252,Vehicle,20437.17,Released
402099,9003291,Property,240430.75,Released
402100,9016441,Gold,445575.73,Released
402101,9020344,Vehicle,343822.22,Active
402102,9016894,Vehicle,318219.19,Active
402103,9001439,Deposit,260816.44,Active
402104,9001096,Property,42666.35,Active
402105,9027236,Vehicle,264912.81,Released
402106,9024067,Property,182867.73,Released
402107,9000057,Gold,74868.76,Released
402108,9003044,Property,277056.31,Active
402109,9005029,Other,83655.56,Released
402110,9012902,Vehicle,214842.12,Active
402111,9014933,Vehicle,117765.13,Released
402112,9019838,Gold,200663.57,Active
402113,9019233,Vehicle,214684.28,Active
402114,9005704,Property,31080.23,Active
402115,9016052,Deposit,294393.72,Released
402116,9020538,Deposit,154827.36,Active
402117,9007743,Vehicle,181437.18,Active
402118,9016318,Property,396628.54,Active
402119,9025149,Property,219602.74,Active
402120,9007097,Vehicle,19858.43,Active
402121,9028851,Equipment,214905.94,Active
402122,9019110,Property,261468.5,Active
402123,9029076,Other,421636.47,Released
402124,9021962,Vehicle,114623.97,Active
402125,9024875,Property,346537.56,Active
402126,9029963,Equipment,157628.08,Active
402127,9006319,Property,410744.41,Active
402128,9018935,Equipment,436084.07,Active
402129,9028785,Property,373674.27,Active
402130,9007980,Other,140050.37,Released
402131,9009552,Vehicle,146238.84,Released
402132,9008591,Vehicle,100525.74,Active
402133,9017370,Other,61524.27,Active
402134,9002496,Property,392210.84,Released
402135,9015298,Vehicle,462981.88,Released
402136,9020457,Deposit,306888.51,Active
402137,9027206,Property,282114.31,Active
402138,9010026,Vehicle,6603.18,Active
402139,9019321,Vehicle,403497.4,Released
402140,9022598,Other,469853.7,Active
402141,9029658,Equipment,89741.94,Active
402142,9013785,Equipment,352037.96,Active
402143,9021122,Property,213306.44,Active
402144,9014612,Property,306788.49,Active
402145,9025446,Property,211772.14,Active
402146,9000086,Gold,195350.59,Active
402147,9004147,Equipment,339095.28,Active
402148,9024820,Property,78863.36,Released
402149,9007035,Equipment,88834.33,Released
402150,9016469,Vehicle,188099.89,Released
402151,9005945,Property,125743.32,Active
402152,9014820,Property,487720.78,Released
402153,9019191,Other,325147.9,Active
402154,9002444,Property,351013.27,Released
402155,9002145,Deposit,355582.7,Active
402156,9005064,Property,393605.68,Released
402157,9020318,Gold,40593.45,Active
402158,9008941,Property,17834.96,Active
402159,9022210,Vehicle,127545.89,Active
402160,9020630,Vehicle,158692.94,Released
402161,9012157,Property,391983.78,Active
402162,9009357,Property,285202.62,Active
402163,9004782,Gold,376687.33,Released
402164,9018219,Gold,118979.06,Active
402165,9022679,Gold,133507.47,Active
402166,9019472,Property,327425.06,Active
402167,9022260,Deposit,129959.16,Released
402168,9001118,Property,382456.66,Active
402169,9026786,Equipment,38585.13,Active
402170,9006582,Vehicle,264145.72,Released
402171,9006194,Equipment,33535.56,Released
402172,9002653,Property,48436.8,Active
402173,9002410,Gold,425983.31,Released
402174,9015529,Other,469207.03,Active
402175,9019502,Equipment,449113.83,Active
402176,9029738,Vehicle,204004.55,Active
402177,9013063,Vehicle,265297.2,Active
402178,9003518,Vehicle,272370.2,Released
402179,9011358,Property,316971.76,Released
402180,9019728,Vehicle,429462.09,Active
402181,9000349,Property,230934.5,Active
402182,9010500,Equipment,374119.87,Released
402183,9013206,Property,24755.79,Active
402184,9006213,Equipment,123458.19,Active
402185,9020803,Property,278372.82,Released
402186,9001963,Property,45034.99,Active
402187,9008655,Property,322201.94,Active
402188,9027009,Vehicle,133285.22,Active
402189,9019493,Equipment,324991.98,Released
402190,9004543,Property,309617.24,Released
402191,9015398,Deposit,170246.79,Active
402192,9016196,Property,479084.85,Active
402193,9005687,Property,46554.2,Released
402194,9007875,Vehicle,185665.28,Active
402195,9022459,Deposit,79488.77,Released
402196,9001319,Deposit,92367.47,Active
402197,9000841,Property,81224.92,Active
402198,9011424,Vehicle,19555.91,Active
402199,9022563,Gold,358234.99,Active
402200,9009069,Property,481903.54,Active
402201,9017718,Equipment,456956.45,Active
402202,9002485,Vehicle,267131.94,Released
402203,9006398,Property,456715.35,Released
402204,9002045,Property,96249.4,Released
402205,9000112,Vehicle,131424.79,Active
402206,9026763,Vehicle,34935.25,Active
402207,9007643,Property,338016.85,Active
402208,9000526,Other,226042.34,Active
402209,9016809,Equipment,194402.1,Released
402210,9012452,Other,384674.38,Active
402211,9005608,Vehicle,406064.15,Active
402212,9013251,Vehicle,251275.02,Released
402213,9003811,Gold,239701.67,Active
402214,9007156,Property,208735.38,Released
402215,9003814,Other,476161.79,Active
402216,9019327,Property,293620.13,Released
402217,9007632,Gold,458427.03,Released
402218,9017207,Vehicle,350072.39,Released
402219,9009840,Property,272987.22,Active
402220,9029109,Deposit,301911.64,Active
402221,9001552,Deposit,152548.98,Active
402222,9020552,Equipment,316250.1,Released
402223,9019038,Property,442627.25,Active
402224,9014030,Property,428290.13,Released
402225,9021117,Vehicle,469479.61,Active
402226,9023656,Deposit,304781.97,Active
402227,9017669,Equipment,216168.62,Active
402228,9009969,Property,344049.54,Active
402229,9022438,Property,450762.7,Active
402230,9022445,Property,101893.55,Active
402231,9003004,Equipment,164372.34,Active
402232,9003497,Property,475737.97,Active
402233,9029541,Property,434134.66,Active
402234,9017452,Gold,403916.48,Active
402235,9004012,Property,156482.78,Active
402236,9008659,Equipment,438529.51,Active
402237,9029136,Gold,465870.72,Active
402238,9018956,Property,165426.7,Active
402239,9026893,Gold,148049.01,Active
402240,9025147,Deposit,320618.77,Active
402241,9004194,Vehicle,214081.66,Released
402242,9014179,Property,19422.19,Active
402243,9009692,Property,438171.36,Active
402244,9022839,Property,209373.63,Active
402245,9011965,Property,413718.53,Active
402246,9001945,Deposit,203647.1,Released
402247,9007063,Property,257629.45,Active
402248,9021658,Property,51862.03,Active
402249,9022830,Property,243095.92,Active
402250,9023594,Property,309180.57,Released
402251,9013885,Vehicle,94705.8,Active
402252,9027100,Deposit,473648.87,Active
402253,9010574,Gold,186131.53,Active
402254,9005599,Deposit,17987.36,Released
402255,9005330,Property,152572.21,Active
402256,9012325,Property,387342.54,Active
402257,9003996,Property,316054.73,Active
402258,9029212,Equipment,170590.57,Active
402259,9001595,Vehicle,323015.67,Released
402260,9024124,Gold,370888.11,Released
402261,9015845,Gold,367215.1,Active
402262,9019946,Property,233965.61,Active
402263,9017961,Property,262934.93,Released
402264,9019621,Vehicle,303347.53,Active
402265,9000751,Vehicle,62743.48,Released
402266,9002944,Property,389399.26,Active
402267,9011087,Vehicle,495872.81,Active
402268,9011377,Gold,372884.69,Active
402269,9005290,Vehicle,299027.4,Active
402270,9029848,Equipment,431701.73,Active
402271,9014020,Vehicle,317052.1,Released
402272,9011970,Vehicle,106446.15,Released
402273,9027986,Property,73207.69,Active
402274,9025544,Property,247104.24,Released
402275,9025499,Gold,429058.72,Released
402276,9027374,Property,338269.34,Released
402277,9026863,Property,236094.34,Released
402278,9005751,Property,166905.96,Active
402279,9016380,Gold,460898.39,Released
402280,9000595,Vehicle,193750.7,Active
402281,9027081,Other,45818.96,Active
402282,9016141,Property,468698.63,Released
402283,9019995,Gold,184513.43,Released
402284,9004375,Gold,273462.17,Active
402285,9013019,Vehicle,286084.3,Active
402286,9005752,Property,56825.33,Active
402287,9018067,Deposit,83608.65,Released
402288,9016202,Deposit,371179.81,Active
402289,9006949,Vehicle,424914.84,Active
402290,9028297,Property,370565.17,Released
402291,9006377,Vehicle,102395.15,Active
402292,9021333,Property,461913.74,Active
402293,9001158,Vehicle,27157.23,Released
402294,9010158,Property,34148.21,Released
402295,9019639,Gold,357822.9,Active
402296,9019653,Property,311666.25,Active
402297,9009706,Property,23862.38,Active
402298,9029901,Vehicle,479879.8,Released
402299,9008438,Equipment,104432.68,Active
402300,9006656,Gold,367708.46,Active
402301,9023898,Vehicle,137128.96,Active
402302,9029994,Vehicle,273755.55,Active
402303,9028697,Gold,405134.94,Active
402304,9025650,Other,35338.29,Released
402305,9015904,Gold,397398.03,Active
402306,9022739,Property,79788.46,Active
402307,9023456,Vehicle,291512.2,Released
402308,9015077,Deposit,430942.3,Active
402309,9014993,Property,109198.63,Active
402310,9005938,Deposit,377234.74,Released
402311,9021570,Vehicle,401264.01,Active
402312,9003677,Gold,131317.6,Active
402313,9008988,Equipment,389140.82,Released
402314,9015002,Property,155441.16,Active
402315,9025376,Vehicle,225189.93,Active
402316,9015737,Property,403630.46,Released
402317,9011872,Gold,27386.26,Active
402318,9017357,Gold,292868.72,Active
402319,9015176,Gold,239754.83,Active
402320,9023604,Other,481186.03,Active
402321,9001514,Gold,271440.84,Active
402322,9005434,Property,124874.66,Active
402323,9011699,Vehicle,34555.16,Released
402324,9003189,Property,417403.57,Released
402325,9003369,Property,105912.52,Active
402326,9003858,Gold,100655.79,Released
402327,9023166,Property,36632.17,Active
402328,9016102,Property,467773.52,Active
402329,9004945,Deposit,202764.48,Released
402330,9014269,Equipment,119469.32,Active
402331,9009786,Property,314768.83,Released
402332,9007592,Gold,242545.17,Released
402333,9023948,Vehicle,119406.67,Active
402334,9019437,Property,490187.56,Active
402335,9028917,Property,262527.86,Active
402336,9024758,Property,369002.12,Active
402337,9018830,Gold,273382.37,Active
402338,9026822,Vehicle,128439.54,Active
402339,9023393,Property,228414.23,Active
402340,9022098,Deposit,367793.63,Active
402341,9010905,Equipment,134437.21,Active
402342,9006933,Property,360679.65,Released
402343,9024564,Other,183613.52,Active
402344,9011319,Gold,300372.88,Released
402345,9003028,Vehicle,392908.97,Active
402346,9004983,Property,52948.36,Active
402347,9021602,Other,158445.87,Active
402348,9027792,Property,299442.3,Active
402349,9001994,Vehicle,418658.74,Active
402350,9028967,Equipment,265561.49,Active
402351,9018897,Deposit,54243.4,Released
402352,9002928,Property,325728.61,Released
402353,9001022,Property,203712.43,Active
402354,9001167,Deposit,403410.88,Active
402355,9021003,Vehicle,85546.97,Active
402356,9026751,Vehicle,441336.27,Active
402357,9012514,Gold,124801.25,Active
402358,9027897,Property,323071.41,Active
402359,9005529,Property,332318.34,Active
402360,9006164,Vehicle,395139.54,Released
402361,9005640,Gold,281932.66,Active
402362,9028943,Vehicle,451712.58,Active
402363,9022112,Property,349312.07,Active
402364,9022927,Property,78371.21,Active
402365,9020543,Equipment,458062.99,Active
402366,9015358,Property,55327.38,Released
402367,9013441,Equipment,164275.03,Active
402368,9021546,Deposit,66626.45,Active
402369,9027841,Property,225422.23,Active
402370,9000182,Vehicle,113760.43,Active
402371,9015611,Other,142759.77,Active
402372,9015349,Property,399493.16,Active
402373,9022313,Equipment,32054.28,Released
402374,9001791,Gold,53055.47,Active
402375,9012708,Equipment,169194.25,Active
402376,9009755,Property,281131.05,Active
402377,9025341,Gold,77248.36,Active
402378,9016732,Vehicle,161877.3,Released
402379,9002903,Gold,319903.85,Released
402380,9014740,Vehicle,274447.48,Active
402381,9003183,Property,381774.45,Released
402382,9004696,Gold,14060.34,Released
402383,9004903,Equipment,204052.5,Active
402384,9015789,Equipment,277729.92,Released
402385,9015443,Property,387343.45,Active
402386,9009281,Vehicle,265189.94,Active
402387,9010799,Equipment,146940.84,Released
402388,9012757,Deposit,287379.76,Active
402389,9004562,Deposit,168491.02,Active
402390,9025979,Equipment,306801.69,Active
402391,9019603,Property,324305.55,Active
402392,9022143,Property,239225.56,Released
402393,9013374,Vehicle,127956.47,Active
402394,9012773,Gold,268478.79,Active
402395,9025117,Vehicle,383654.3,Active
402396,9010151,Vehicle,86483.78,Active
402397,9023612,Property,469652.2,Active
402398,9015024,Property,179123.95,Released
402399,9019839,Equipment,494838.9,Active
402400,9019244,Property,383039.82,Active
402401,9014327,Property,418518.29,Active
402402,9019840,Property,194462.98,Released
402403,9021671,Other,233353.15,Active
402404,9009498,Gold,415012.47,Released
402405,9004834,Property,479163.58,Released
402406,9001738,Vehicle,136097.27,Active
402407,9006527,Vehicle,242830.8,Active
402408,9004308,Vehicle,284303.05,Active
402409,9006118,Property,167024.7,Released
402410,9023345,Property,287634.51,Active
402411,9008304,Other,473346.22,Active
402412,9022700,Property,75054.69,Released
402413,9008238,Other,87105.46,Active
402414,9011916,Vehicle,350207.56,Active
402415,9006048,Deposit,72241.98,Active
402416,9011620,Gold,394859.87,Released
402417,9000141,Vehicle,376278.53,Active
402418,9004142,Property,99274.13,Active
402419,9016652,Property,153611.9,Active
402420,9005397,Gold,329262.35,Released
402421,9012909,Gold,313476.6,Active
402422,9017743,Other,364687.71,Active
402423,9019545,Property,26462.59,Active
402424,9027220,Property,268680.9,Active
402425,9020298,Property,246974.35,Active
402426,9000529,Deposit,363736.46,Active
402427,9010167,Equipment,192169.16,Active
402428,9013743,Vehicle,140723.03,Active
402429,9009676,Property,119887.23,Active
402430,9014642,Deposit,485068.43,Active
402431,9024824,Property,300986.03,Active
402432,9019013,Property,381296.84,Active
402433,9016639,Gold,438337.39,Active
402434,9026986,Property,74686.8,Active
402435,9002273,Property,383056.52,Active
402436,9028566,Other,379467.62,Active
402437,9003269,Property,172711.8,Released
402438,9026367,Property,429829.76,Released
402439,9014241,Property,167975.45,Released
402440,9029299,Property,63349.34,Active
402441,9012657,Property,407597.48,Active
402442,9021984,Vehicle,473292.51,Active
402443,9014509,Vehicle,343936.47,Released
402444,9007466,Other,182131.4,Active
402445,9016750,Equipment,87510.2,Released
402446,9013500,Deposit,369155.17,Active
402447,9019175,Vehicle,492737.72,Released
402448,9023183,Vehicle,52749.71,Active
402449,9009657,Equipment,458209.39,Active
402450,9015809,Property,281944.31,Active
402451,9023293,Equipment,373223.31,Active
402452,9029009,Property,488902.75,Active
402453,9009631,Equipment,414734.95,Released
402454,9013504,Property,92456.89,Released
402455,9021496,Other,312460.02,Active
402456,9027522,Deposit,81256.1,Released
402457,9009169,Other,234562.23,Released
402458,9002824,Property,452115.61,Active
402459,9021382,Property,24072.66,Active
402460,9028834,Property,15079.15,Active
402461,9024976,Vehicle,89625.79,Active
402462,9021380,Deposit,160688.48,Active
402463,9005076,Equipment,421634.63,Active
402464,9000946,Vehicle,63575.86,Released
402465,9013731,Deposit,242978.88,Active
402466,9023258,Vehicle,344061.82,Active
402467,9009550,Property,176791.96,Released
402468,9027707,Equipment,466070.99,Active
402469,9008351,Vehicle,25924.65,Active
402470,9000817,Vehicle,412874.61,Active
402471,9020396,Gold,18998.51,Active
402472,9025704,Vehicle,137544.02,Active
402473,9010657,Deposit,156315.95,Active
402474,9008418,Property,186063.12,Released
402475,9017791,Property,269416.39,Active
402476,9013727,Property,63302.25,Released
402477,9011939,Gold,19661.69,Released
402478,9008544,Property,207111.93,Released
402479,9009865,Gold,355191.88,Active
402480,9017908,Property,96821.44,Released
402481,9028734,Property,220994.46,Active
402482,9019756,Property,17882.9,Active
402483,9020658,Property,495088.71,Active
402484,9003857,Property,178534.67,Active
402485,9021918,Property,274649.79,Released
402486,9026596,Vehicle,410727.78,Active
402487,9022400,Property,101235.0,Active
402488,9013788,Property,142034.72,Active
402489,9027783,Property,104858.39,Active
402490,9013687,Property,166522.5,Active
402491,9005598,Property,36399.93,Active
402492,9004875,Vehicle,334775.98,Active
402493,9027766,Property,269919.91,Active
402494,9010756,Property,398550.72,Active
402495,9028654,Property,271065.95,Active
402496,9010972,Property,85218.39,Released
402497,9029490,Equipment,144443.33,Active
402498,9017307,Equipment,222119.9,Active
402499,9018927,Property,219519.96,Active
402500,9004593,Vehicle,371433.17,Active
402501,9024095,Property,76531.3,Released
402502,9018355,Equipment,438833.53,Active
402503,9021731,Equipment,266318.0,Active
402504,9019258,Property,406139.82,Active
402505,9011834,Property,240183.95,Released
402506,9029379,Vehicle,444021.47,Active
402507,9012967,Property,377194.39,Active
402508,9009091,Equipment,257535.3,Released
402509,9020171,Equipment,424714.54,Active
402510,9010050,Equipment,431911.17,Active
402511,9007656,Property,54929.12,Released
402512,9013642,Property,369564.22,Active
402513,9016787,Property,249854.04,Active
402514,9002214,Property,481830.99,Active
402515,9015650,Gold,210807.27,Active
402516,9006594,Vehicle,42793.0,Released
402517,9020443,Vehicle,465557.38,Active
402518,9026226,Gold,390810.76,Active
402519,9004114,Property,282367.63,Active
402520,9019037,Property,249744.68,Released
402521,9020673,Vehicle,351595.14,Active
402522,9003387,Property,185683.7,Active
402523,9001896,Deposit,33635.83,Active
402524,9008729,Property,448431.01,Released
402525,9006614,Vehicle,346025.77,Active
402526,9010445,Vehicle,472954.59,Active
402527,9006363,Property,254743.77,Active
402528,9029077,Property,400280.44,Active
402529,9003908,Property,359776.3,Active
402530,9012121,Property,419684.28,Active
402531,9029320,Property,468639.78,Active
402532,9023868,Equipment,252220.64,Released
402533,9029474,Vehicle,466047.39,Released
402534,9015337,Deposit,22943.4,Released
402535,9007991,Property,125911.04,Active
402536,9017021,Property,373579.08,Active
402537,9019199,Deposit,447698.08,Active
402538,9018492,Vehicle,153470.07,Active
402539,9005573,Property,332416.85,Released
402540,9024243,Property,161723.98,Released
402541,9012855,Property,123764.99,Active
402542,9001620,Property,117079.02,Active
402543,9019277,Property,288943.12,Active
402544,9000373,Vehicle,414488.2,Active
402545,9013313,Deposit,139121.43,Released
402546,9020700,Property,90736.89,Active
402547,9003959,Property,298614.77,Released
402548,9016494,Vehicle,270084.22,Active
402549,9012639,Deposit,384976.18,Active
402550,9001028,Deposit,186380.82,Active
402551,9004234,Vehicle,93147.65,Active
402552,9001536,Property,359754.09,Active
402553,9029569,Property,297966.0,Released
402554,9018735,Vehicle,75630.17,Active
402555,9023123,Property,323379.42,Active
402556,9018345,Property,259822.61,Active
402557,9029432,Gold,348552.23,Active
402558,9026152,Property,142871.82,Released
402559,9014211,Vehicle,441150.04,Active
402560,9001506,Equipment,251750.05,Released
402561,9020856,Deposit,128789.74,Active
402562,9017531,Property,336975.03,Released
402563,9029551,Equipment,280762.11,Active
402564,9025830,Property,208326.4,Released
402565,9028444,Property,29697.03,Active
402566,9028279,Property,187720.82,Released
402567,9020509,Property,40800.42,Active
402568,9023241,Gold,469819.86,Active
402569,9010159,Property,140022.01,Active
402570,9001141,Property,97350.99,Active
402571,9026076,Gold,490801.8,Active
402572,9001431,Property,433916.3,Active
402573,9013123,Vehicle,343471.62,Active
402574,9004026,Property,228587.37,Active
402575,9001082,Vehicle,300126.94,Released
402576,9008804,Property,328710.52,Active
402577,9013058,Property,66181.63,Active
402578,9013556,Vehicle,83923.87,Active
402579,9023283,Property,95089.65,Active
402580,9020089,Gold,72278.12,Active
402581,9028528,Deposit,369428.49,Released
402582,9028660,Vehicle,189554.35,Active
402583,9018477,Equipment,42421.36,Released
402584,9001164,Vehicle,47108.85,Active
402585,9014412,Property,114602.23,Active
402586,9000588,Property,216306.45,Active
402587,9020092,Gold,203819.17,Active
402588,9013027,Equipment,76977.4,Active
402589,9009984,Vehicle,443561.55,Active
402590,9007580,Equipment,472399.69,Active
402591,9023756,Vehicle,105592.38,Released
402592,9007349,Deposit,158948.48,Active
402593,9025630,Vehicle,112697.43,Active
402594,9016537,Vehicle,452950.97,Active
402595,9021801,Other,118023.09,Released
402596,9029607,Property,278881.46,Released
402597,9025550,Property,444970.83,Active
402598,9026909,Vehicle,491142.89,Active
402599,9009881,Vehicle,144708.06,Active
402600,9014635,Deposit,252970.16,Released
402601,9017771,Equipment,419939.1,Released
402602,9024605,Property,412186.81,Active
402603,9006534,Property,338542.7,Active
402604,9021768,Property,336432.94,Released
402605,9001671,Vehicle,342451.85,Active
402606,9019585,Gold,454051.84,Active
402607,9021566,Gold,475490.53,Active
402608,9005585,Other,384686.89,Released
402609,9024433,Property,279568.15,Active
402610,9010307,Equipment,326001.25,Released
402611,9028283,Property,97315.31,Active
402612,9021493,Property,165225.39,Released
402613,9015745,Equipment,257677.08,Released
402614,9001786,Vehicle,333219.01,Released
402615,9012414,Vehicle,337185.3,Active
402616,9003323,Vehicle,165231.01,Active
402617,9021389,Deposit,381046.11,Active
402618,9022274,Vehicle,253693.14,Active
402619,9014045,Vehicle,496104.69,Active
402620,9007799,Gold,272214.28,Active
402621,9005570,Property,209448.38,Active
402622,9021219,Vehicle,356234.39,Released
402623,9020868,Gold,363086.26,Active
402624,9007629,Vehicle,292576.04,Active
402625,9015654,Property,199313.39,Released
402626,9008203,Property,349052.2,Active
402627,9017901,Property,11473.03,Active
402628,9002053,Property,490002.08,Released
402629,9000912,Vehicle,493697.23,Active
402630,9014428,Property,242855.39,Active
402631,9007812,Property,101346.03,Active
402632,9010616,Property,16925.36,Active
402633,9004213,Equipment,358410.7,Released
402634,9007542,Vehicle,210997.84,Active
402635,9022178,Vehicle,32598.62,Active
402636,9006562,Property,454001.22,Released
402637,9021772,Gold,260251.07,Active
402638,9027107,Vehicle,366771.09,Active
402639,9013405,Deposit,37944.53,Active
402640,9010943,Vehicle,120503.32,Active
402641,9003266,Other,94347.85,Active
402642,9001015,Property,47297.82,Active
402643,9012250,Property,481070.08,Active
402644,9024376,Gold,81567.5,Active
402645,9022518,Property,13368.59,Active
402646,9024990,Property,362918.2,Released
402647,9000330,Vehicle,123182.68,Active
402648,9012448,Vehicle,75404.19,Active
402649,9009852,Property,424497.79,Active
402650,9018552,Property,165131.06,Active
402651,9015796,Other,64126.73,Released
402652,9001053,Vehicle,307195.67,Active
402653,9012359,Gold,372244.48,Active
402654,9029843,Other,413169.81,Active
402655,9026588,Property,191639.43,Active
402656,9011026,Property,78360.21,Active
402657,9011849,Vehicle,228490.9,Active
402658,9026836,Property,322083.37,Active
402659,9025348,Deposit,396416.53,Released
402660,9017290,Property,379445.7,Released
402661,9004760,Vehicle,90899.48,Active
402662,9022615,Property,356631.76,Active
402663,9023830,Gold,341668.73,Active
402664,9029106,Property,11800.01,Active
402665,9014143,Vehicle,15266.62,Active
402666,9025187,Gold,83900.28,Active
402667,9019724,Vehicle,223510.6,Released
402668,9006775,Vehicle,367893.13,Active
402669,9020576,Property,301462.57,Released
402670,9019765,Property,446429.75,Released
402671,9028038,Property,29063.25,Active
402672,9018225,Property,45319.7,Active
402673,9009771,Property,55213.98,Active
402674,9014899,Vehicle,318354.42,Released
402675,9019733,Property,227686.16,Active
402676,9029629,Property,132214.84,Released
402677,9008150,Property,290845.99,Active
402678,9024337,Property,322335.78,Active
402679,9015499,Property,258021.19,Active
402680,9016347,Equipment,486039.86,Active
402681,9005639,Vehicle,468685.54,Released
402682,9028515,Property,380131.89,Released
402683,9008679,Property,403446.84,Released
402684,9008168,Equipment,459000.15,Released
402685,9006472,Deposit,397759.78,Released
402686,9016730,Vehicle,148802.35,Active
402687,9001848,Other,53506.97,Released
402688,9019086,Vehicle,280132.98,Active
402689,9024238,Vehicle,497931.95,Released
402690,9015130,Deposit,103085.76,Released
402691,9027022,Gold,146868.89,Active
402692,9003356,Vehicle,53622.64,Active
402693,9016786,Gold,382133.58,Released
402694,9007087,Property,167737.49,Released
402695,9022044,Property,499621.96,Active
402696,9019257,Property,446976.26,Active
402697,9015243,Property,151297.06,Active
402698,9015707,Deposit,132112.82,Active
402699,9016138,Gold,299443.25,Released
402700,9017588,Property,48741.31,Released
402701,9014932,Property,470288.01,Active
402702,9026499,Gold,21340.53,Released
402703,9017890,Property,326377.64,Active
402704,9004624,Deposit,38201.44,Released
402705,9004812,Property,218320.8,Active
402706,9029552,Property,250428.13,Active
402707,9017690,Property,436924.38,Active
402708,9004036,Vehicle,318929.45,Active
402709,9022827,Equipment,470657.27,Active
402710,9016560,Property,155508.44,Active
402711,9029872,Deposit,42408.58,Active
402712,9027137,Property,168132.59,Active
402713,9011826,Property,464164.15,Released
402714,9003234,Property,51267.33,Released
402715,9025311,Deposit,136132.16,Active
402716,9013668,Vehicle,187756.25,Active
402717,9001380,Property,136607.6,Released
402718,9013203,Property,494178.52,Active
402719,9018520,Property,486213.23,Active
402720,9009965,Vehicle,66037.28,Active
402721,9009237,Property,78460.13,Active
402722,9022892,Vehicle,292769.48,Active
402723,9003776,Other,247032.38,Active
402724,9008696,Vehicle,17485.28,Active
402725,9013667,Property,499578.98,Active
402726,9012540,Equipment,91651.06,Active
402727,9029056,Property,491366.63,Released
402728,9008541,Property,357600.19,Active
402729,9022148,Gold,43904.61,Active
402730,9015171,Other,60121.1,Active
402731,9014033,Vehicle,422492.41,Released
402732,9029396,Property,458351.75,Released
402733,9028334,Deposit,496428.84,Active
402734,9021371,Property,427384.07,Released
402735,9017602,Property,190514.53,Active
402736,9026317,Property,117894.26,Active
402737,9026384,Equipment,321861.78,Active
402738,9017225,Vehicle,61715.07,Active
402739,9023314,Deposit,107167.55,Released
402740,9029975,Vehicle,271140.99,Active
402741,9017504,Vehicle,391805.57,Released
402742,9013818,Equipment,340348.84,Active
402743,9018307,Property,496526.15,Released
402744,9017093,Property,455032.83,Active
402745,9004068,Equipment,225277.78,Active
402746,9024051,Deposit,424331.09,Active
402747,9002287,Other,19865.28,Released
402748,9003286,Deposit,253963.85,Released
402749,9029392,Property,499702.85,Active
402750,9014002,Other,113229.87,Active
402751,9013725,Vehicle,384891.2,Active
402752,9026505,Property,317292.96,Active
402753,9008817,Property,467266.91,Active
402754,9010439,Deposit,356678.54,Active
402755,9020889,Property,315414.48,Released
402756,9003647,Property,46473.62,Active
402757,9003362,Property,137335.94,Active
402758,9012843,Equipment,77517.54,Released
402759,9002270,Property,140164.02,Active
402760,9017868,Deposit,115891.42,Active
402761,9026878,Property,54860.94,Released
402762,9026716,Vehicle,37859.24,Active
402763,9021552,Property,172157.56,Active
402764,9005369,Property,316072.44,Released
402765,9024299,Vehicle,285250.18,Active
402766,9014981,Property,121133.89,Released
402767,9011607,Vehicle,228361.83,Active
402768,9020461,Deposit,449086.88,Active
402769,9008935,Gold,349597.75,Released
402770,9023464,Vehicle,364061.99,Active
402771,9010979,Property,8526.74,Active
402772,9026324,Vehicle,477153.83,Released
402773,9015397,Vehicle,259601.8,Active
402774,9008761,Vehicle,344995.41,Active
402775,9006492,Gold,490625.17,Active
402776,9015863,Property,31873.51,Active
402777,9021528,Vehicle,420272.01,Active
402778,9029147,Property,404082.61,Released
402779,9005531,Property,287256.69,Active
402780,9002727,Property,159409.67,Active
402781,9012868,Vehicle,477344.55,Active
402782,9000047,Equipment,328148.09,Released
402783,9028142,Gold,403532.95,Released
402784,9025192,Deposit,95309.36,Active
402785,9000745,Vehicle,233280.16,Active
402786,9020231,Property,43891.11,Active
402787,9003836,Vehicle,53934.34,Active
402788,9004220,Property,480279.44,Released
402789,9009746,Property,452297.26,Active
402790,9013635,Gold,444022.38,Active
402791,9000993,Vehicle,178808.01,Active
402792,9006225,Property,186058.45,Active
402793,9028727,Property,439587.53,Released
402794,9000767,Property,138932.76,Active
402795,9008361,Property,494083.31,Active
402796,9023684,Other,107647.15,Active
402797,9025694,Gold,308055.32,Active
402798,9004006,Property,263752.86,Active
402799,9005396,Vehicle,61812.47,Active
402800,9025286,Equipment,262081.53,Active
402801,9002466,Deposit,80430.67,Active
402802,9002284,Deposit,124583.38,Active
402803,9006701,Gold,365599.64,Active
402804,9028565,Property,52519.16,Active
402805,9025985,Deposit,127361.0,Released
402806,9002862,Property,208483.46,Active
402807,9013148,Equipment,9989.67,Released
402808,9028389,Property,397004.72,Active
402809,9022241,Vehicle,293427.89,Active
402810,9017082,Equipment,384241.58,Active
402811,9019339,Equipment,201762.11,Active
402812,9008910,Property,403998.0,Active
402813,9003526,Property,378880.08,Active
402814,9019712,Vehicle,409352.97,Active
402815,9008267,Property,154573.58,Active
402816,9011153,Deposit,232452.32,Active
402817,9019641,Property,316001.69,Active
402818,9019204,Property,70459.66,Active
402819,9006215,Vehicle,22033.32,Active
402820,9019925,Property,229348.02,Active
