EventID,LoanID,EventDate,DPD,ActionType,PTP_Flag,PaymentAmount,AgentID
20011148,9026435,2021-10-06,90,Call,0,0.0,1040
20011149,9008609,2023-03-16,0,Call,0,0.0,1058
20011150,9005581,2020-12-06,0,SMS,0,0.0,1066
20011151,9028591,2021-12-02,180,Call,1,170.36,1082
20011152,9021209,2020-03-15,0,Call,1,748.16,1045
20011153,9014171,2020-05-12,0,Email,0,0.0,1030
20011154,9029904,2023-01-14,90,Call,1,665.24,1003
20011155,9025807,2023-11-14,60,Call,1,269.66,1048
20011156,9006327,2021-05-02,30,Call,1,433.37,1071
20011157,9024177,2020-01-01,0,LegalNotice,1,819.67,1042
20011158,9026002,2021-03-05,30,Call,1,452.9,1091
20011159,9010133,2024-01-02,30,Call,0,0.0,1021
20011160,9028034,2023-01-14,0,Call,0,0.0,1067
20011161,9000287,2020-04-03,90,Call,1,225.31,1033
20011162,9010360,2022-02-09,0,SMS,1,413.88,1020
20011163,9027532,2025-04-11,0,Call,0,0.0,1047
20011164,9005196,2022-12-29,0,LegalNotice,1,201.25,1046
20011165,9014745,2024-04-11,0,SMS,0,0.0,1005
20011166,9019106,2021-01-05,30,Call,1,419.55,1019
20011167,9020146,2023-04-15,0,Email,0,0.0,1089
20011168,9029994,2024-02-02,0,Email,0,0.0,1060
20011169,9018038,2024-08-29,0,Call,0,0.0,1015
20011170,9023117,2020-11-03,0,Email,0,0.0,1072
20011171,9029602,2022-12-17,0,SMS,1,483.69,1026
20011172,9022483,2023-02-24,30,SMS,0,0.0,1040
20011173,9020873,2022-07-13,30,Call,1,285.75,1047
20011174,9026323,2024-04-25,90,LegalNotice,0,0.0,1021
20011175,9013782,2025-02-21,0,SMS,0,0.0,1015
20011176,9021256,2020-01-26,0,Email,0,0.0,1093
20011177,9028021,2023-03-25,0,SMS,1,833.0,1073
20011178,9005113,2021-12-15,0,Email,0,0.0,1055
20011179,9004746,2021-05-12,30,FieldVisit,0,0.0,1025
20011180,9011775,2021-12-17,0,SMS,1,251.37,1083
20011181,9019127,2021-10-17,30,Call,0,0.0,1000
20011182,9006902,2022-03-26,90,FieldVisit,1,739.92,1066
20011183,9021199,2023-12-11,30,Call,0,0.0,1070
20011184,9006506,2022-01-24,30,SMS,1,506.96,1082
20011185,9007283,2023-06-22,30,FieldVisit,1,791.93,1074
20011186,9013652,2023-11-26,60,Call,0,0.0,1084
20011187,9007499,2024-08-21,0,Call,1,553.79,1075
20011188,9006084,2021-01-29,0,SMS,0,0.0,1024
20011189,9006969,2021-12-11,90,Call,1,589.43,1007
20011190,9006057,2022-11-08,60,Call,1,715.41,1053
20011191,9002561,2022-04-28,0,SMS,1,122.37,1094
20011192,9020239,2025-09-04,0,SMS,1,547.21,1096
20011193,9014704,2022-01-16,60,Call,0,0.0,1073
20011194,9028005,2022-02-28,120,FieldVisit,0,0.0,1036
20011195,9004177,2022-05-15,30,Email,0,0.0,1055
20011196,9027461,2022-09-24,0,SMS,1,995.09,1056
20011197,9016990,2024-05-08,0,Email,1,221.44,1035
20011198,9029627,2024-03-10,0,Call,0,0.0,1068
20011199,9012931,2020-02-25,0,Call,0,0.0,1029
20011200,9007116,2021-01-21,120,Call,0,0.0,1091
20011201,9009367,2020-08-05,30,Email,1,422.83,1087
20011202,9020873,2021-03-07,0,Email,1,920.45,1027
20011203,9005879,2025-05-26,0,Call,0,0.0,1004
20011204,9028076,2024-02-02,30,Call,1,994.87,1078
20011205,9023819,2024-03-21,0,Email,0,0.0,1051
20011206,9026754,2024-02-21,120,SMS,0,0.0,1097
20011207,9020945,2022-07-16,0,FieldVisit,0,0.0,1049
20011208,9019574,2023-04-04,0,SMS,0,0.0,1020
20011209,9004917,2020-05-12,0,Call,0,0.0,1058
20011210,9008111,2022-04-29,30,SMS,0,0.0,1045
20011211,9020829,2022-03-13,0,FieldVisit,1,460.33,1076
20011212,9007854,2020-04-12,30,Call,0,0.0,1087
20011213,9005464,2024-05-06,30,Call,1,875.52,1028
20011214,9002176,2020-03-24,90,Email,1,265.67,1049
20011215,9019141,2024-08-06,0,Call,0,0.0,1083
20011216,9006318,2020-01-14,30,SMS,0,0.0,1064
20011217,9014012,2024-12-04,0,Call,0,0.0,1059
20011218,9022628,2021-09-27,60,SMS,0,0.0,1030
20011219,9020396,2023-09-07,30,Email,0,0.0,1083
20011220,9029623,2024-05-19,0,Call,0,0.0,1052
20011221,9024398,2025-02-13,0,LegalNotice,0,0.0,1040
20011222,9010509,2023-02-11,0,Email,0,0.0,1081
20011223,9019240,2025-05-02,180,Email,1,360.7,1085
20011224,9026629,2022-06-22,30,SMS,1,568.92,1017
20011225,9000872,2021-02-21,0,SMS,0,0.0,1093
20011226,9024365,2023-08-28,30,Call,1,889.12,1079
20011227,9024317,2025-09-04,90,Call,1,674.29,1000
20011228,9029988,2020-11-13,0,SMS,0,0.0,1082
20011229,9026433,2020-05-25,90,FieldVisit,1,709.41,1032
20011230,9026757,2020-09-20,30,Email,1,280.6,1041
20011231,9024798,2022-09-25,0,Email,0,0.0,1024
20011232,9014072,2020-04-16,0,SMS,0,0.0,1006
20011233,9017611,2025-03-10,30,LegalNotice,0,0.0,1077
20011234,9014072,2025-04-03,0,Email,0,0.0,1024
20011235,9004736,2022-07-26,0,Email,0,0.0,1048
20011236,9026658,2024-06-19,60,SMS,1,184.55,1090
20011237,9014934,2023-01-02,180,Call,0,0.0,1098
20011238,9004666,2022-12-19,30,SMS,0,0.0,1050
20011239,9017618,2020-04-24,0,SMS,1,828.43,1054
20011240,9002808,2021-01-05,0,Call,1,575.98,1097
20011241,9019717,2021-07-11,60,SMS,0,0.0,1089
20011242,9018689,2022-02-14,90,FieldVisit,0,0.0,1077
20011243,9018806,2023-09-30,0,Call,0,0.0,1025
20011244,9017580,2024-06-13,0,Call,0,0.0,1062
20011245,9000881,2024-05-30,90,SMS,1,509.02,1053
20011246,9011227,2024-03-12,0,SMS,1,214.92,1039
20011247,9024853,2021-06-30,120,SMS,0,0.0,1085
20011248,9004259,2021-11-14,0,Call,1,919.8,1035
20011249,9027137,2021-06-19,0,Call,1,420.7,1047
20011250,9015248,2022-08-10,0,SMS,0,0.0,1003
20011251,9013922,2023-03-13,30,Call,0,0.0,1075
20011252,9021422,2024-04-28,30,FieldVisit,1,891.97,1041
20011253,9021002,2022-01-24,30,SMS,1,245.96,1062
20011254,9016533,2020-06-16,30,Email,1,749.32,1023
20011255,9002420,2021-09-06,30,SMS,1,459.96,1040
20011256,9018440,2025-02-16,30,Call,0,0.0,1082
20011257,9001908,2023-10-11,60,Call,1,982.06,1072
20011258,9007169,2022-11-02,30,Call,1,638.04,1064
20011259,9004086,2022-01-27,120,Call,0,0.0,1073
20011260,9008773,2024-12-18,30,Call,0,0.0,1069
20011261,9009060,2020-09-09,60,FieldVisit,0,0.0,1080
20011262,9024299,2021-04-19,0,Email,0,0.0,1026
20011263,9000428,2022-03-28,0,SMS,1,562.48,1017
20011264,9017994,2025-09-10,0,Email,0,0.0,1037
20011265,9014011,2021-10-06,30,Call,0,0.0,1038
20011266,9027658,2022-02-20,0,Call,0,0.0,1005
20011267,9026932,2025-05-22,30,Call,0,0.0,1037
20011268,9008405,2021-05-28,30,SMS,0,0.0,1082
20011269,9016004,2022-11-13,60,SMS,0,0.0,1016
20011270,9017432,2025-08-22,120,SMS,1,630.7,1038
20011271,9025029,2021-01-29,0,Call,0,0.0,1083
20011272,9013128,2020-08-20,0,LegalNotice,0,0.0,1081
20011273,9026283,2020-10-01,30,Email,1,665.75,1095
20011274,9021826,2024-09-03,0,Call,1,543.69,1019
20011275,9009334,2023-10-05,0,Email,1,762.93,1057
20011276,9017463,2020-09-16,30,FieldVisit,1,768.71,1013
20011277,9009872,2021-09-18,0,Call,0,0.0,1019
20011278,9001806,2024-09-12,90,Call,1,823.15,1073
20011279,9007362,2025-09-06,0,FieldVisit,0,0.0,1020
20011280,9013084,2022-08-28,30,SMS,1,752.78,1008
20011281,9015935,2025-01-07,60,FieldVisit,0,0.0,1025
20011282,9008604,2021-07-14,30,FieldVisit,1,749.77,1076
20011283,9024350,2024-12-12,0,Email,1,973.1,1019
20011284,9017746,2024-04-10,30,SMS,0,0.0,1055
20011285,9008871,2024-06-15,180,SMS,1,975.02,1064
20011286,9021438,2023-02-18,90,Email,1,588.34,1035
20011287,9002212,2022-07-15,60,Email,1,994.11,1038
20011288,9011589,2021-10-17,0,Call,1,638.11,1098
20011289,9029696,2020-06-24,90,Call,0,0.0,1059
20011290,9003529,2020-11-09,30,SMS,0,0.0,1094
20011291,9014152,2022-01-25,30,Email,1,317.58,1041
20011292,9021100,2024-02-07,0,LegalNotice,0,0.0,1093
20011293,9014953,2020-09-25,0,Email,0,0.0,1078
20011294,9006566,2025-02-20,30,SMS,1,231.07,1011
20011295,9022478,2021-07-02,0,Call,0,0.0,1031
20011296,9013588,2022-07-07,90,Call,1,677.87,1078
20011297,9009627,2020-02-21,0,Call,1,867.74,1034
20011298,9004926,2023-06-22,90,Email,1,806.78,1069
20011299,9018067,2021-10-13,0,Call,1,383.45,1034
20011300,9014256,2023-07-14,0,FieldVisit,0,0.0,1006
20011301,9017248,2020-10-11,30,Call,0,0.0,1084
20011302,9019134,2022-04-26,0,Call,1,655.85,1063
20011303,9010799,2020-05-04,60,Call,0,0.0,1083
20011304,9005728,2024-05-19,0,Email,1,401.91,1001
20011305,9022828,2022-07-23,30,Email,0,0.0,1006
20011306,9020642,2021-07-10,30,Call,0,0.0,1050
20011307,9029699,2023-12-24,0,SMS,0,0.0,1060
20011308,9018227,2022-04-04,0,Call,0,0.0,1074
20011309,9013659,2020-06-15,120,FieldVisit,1,374.62,1059
20011310,9008429,2020-01-18,30,Call,0,0.0,1053
20011311,9026228,2022-03-14,90,Email,0,0.0,1085
20011312,9022315,2020-04-19,0,SMS,0,0.0,1027
20011313,9004515,2021-02-16,30,SMS,0,0.0,1020
20011314,9013844,2025-03-06,0,Call,0,0.0,1065
20011315,9028557,2024-05-13,0,SMS,1,697.92,1079
20011316,9025202,2021-10-23,30,FieldVisit,0,0.0,1079
20011317,9029707,2022-06-12,0,Call,0,0.0,1007
20011318,9011461,2023-03-15,0,SMS,0,0.0,1084
20011319,9003290,2022-02-24,0,LegalNotice,0,0.0,1003
20011320,9001699,2022-04-02,0,Call,0,0.0,1009
20011321,9029323,2025-04-05,0,Call,0,0.0,1067
20011322,9009792,2023-07-16,0,Call,0,0.0,1001
20011323,9002501,2023-07-18,30,Call,0,0.0,1009
20011324,9006231,2020-11-03,0,Call,1,650.97,1054
20011325,9004176,2023-02-14,60,Call,0,0.0,1093
20011326,9005282,2022-07-08,0,Email,1,890.68,1092
20011327,9012228,2024-01-14,60,Email,1,650.9,1009
20011328,9027110,2021-09-10,0,SMS,0,0.0,1080
20011329,9011080,2021-11-10,30,Call,1,200.75,1050
20011330,9006057,2023-02-20,30,FieldVisit,0,0.0,1016
20011331,9024591,2024-10-30,0,Email,1,920.8,1086
20011332,9008071,2024-03-24,30,Call,0,0.0,1062
20011333,9011729,2022-11-04,0,LegalNotice,1,177.39,1011
20011334,9010044,2021-12-03,30,SMS,0,0.0,1004
20011335,9001720,2020-06-15,0,SMS,1,606.31,1067
20011336,9026577,2021-06-26,0,LegalNotice,0,0.0,1096
20011337,9017837,2025-04-20,30,Call,1,538.47,1055
20011338,9017193,2023-01-18,0,FieldVisit,0,0.0,1035
20011339,9020117,2025-03-26,120,Call,1,786.79,1004
20011340,9003443,2022-07-22,0,Email,1,296.47,1030
20011341,9017593,2021-03-07,90,Email,0,0.0,1025
20011342,9024279,2023-05-31,0,Call,1,833.22,1027
20011343,9018771,2025-08-24,60,SMS,0,0.0,1077
20011344,9016376,2025-05-18,0,Email,1,289.04,1039
20011345,9024689,2020-03-04,60,SMS,0,0.0,1065
20011346,9026451,2020-11-25,30,Call,1,768.91,1079
20011347,9010294,2023-07-08,30,FieldVisit,1,728.15,1050
20011348,9023537,2022-09-02,60,Email,1,368.32,1097
20011349,9008720,2021-11-18,0,Call,0,0.0,1082
20011350,9005119,2024-11-09,30,FieldVisit,1,625.59,1020
20011351,9018369,2022-09-29,0,SMS,1,521.89,1029
20011352,9021549,2025-02-01,120,Email,1,199.68,1005
20011353,9020641,2024-09-02,30,SMS,1,476.82,1094
20011354,9012581,2022-01-23,60,Email,0,0.0,1059
20011355,9009842,2025-04-30,0,Call,1,371.37,1049
20011356,9022031,2022-02-05,0,Email,0,0.0,1099
20011357,9022106,2021-06-24,30,Call,0,0.0,1071
20011358,9014781,2023-04-12,0,Call,1,798.1,1005
20011359,9012543,2021-08-26,60,Call,1,712.75,1001
20011360,9019971,2021-02-17,60,Email,1,585.34,1013
20011361,9015033,2024-06-09,30,SMS,1,205.19,1035
20011362,9001489,2021-02-13,30,Email,0,0.0,1053
20011363,9010377,2025-06-13,30,FieldVisit,0,0.0,1090
20011364,9020026,2020-06-21,90,Email,0,0.0,1080
20011365,9022353,2021-09-21,90,Call,1,320.94,1068
20011366,9015582,2021-11-24,30,Email,0,0.0,1060
20011367,9022887,2025-04-17,0,SMS,0,0.0,1019
20011368,9024153,2020-12-26,0,FieldVisit,0,0.0,1058
20011369,9021610,2021-06-22,30,Call,0,0.0,1028
20011370,9021323,2020-05-02,0,SMS,1,583.98,1094
20011371,9018050,2025-06-09,0,Call,0,0.0,1064
20011372,9021597,2024-07-21,0,Call,1,423.3,1016
20011373,9017955,2020-08-19,0,FieldVisit,0,0.0,1087
20011374,9001723,2023-03-11,60,FieldVisit,0,0.0,1061
20011375,9005329,2023-03-17,0,Call,0,0.0,1056
20011376,9026956,2025-06-24,0,FieldVisit,0,0.0,1066
20011377,9012866,2021-10-23,0,SMS,0,0.0,1099
20011378,9002315,2024-09-14,60,Email,0,0.0,1085
20011379,9029066,2020-11-09,0,Call,1,580.73,1077
20011380,9002442,2022-02-18,0,SMS,0,0.0,1091
20011381,9015288,2025-05-31,60,SMS,0,0.0,1030
20011382,9027818,2025-08-05,0,Call,0,0.0,1079
20011383,9018156,2023-06-17,0,Call,0,0.0,1056
20011384,9006062,2025-06-03,30,FieldVisit,0,0.0,1071
20011385,9015252,2021-06-20,0,FieldVisit,1,845.05,1002
20011386,9023574,2022-08-22,30,Call,0,0.0,1044
20011387,9022844,2021-04-19,0,Call,0,0.0,1043
20011388,9009134,2022-07-21,30,Email,0,0.0,1054
20011389,9021072,2020-03-16,30,Email,1,377.97,1029
20011390,9006720,2020-10-04,0,FieldVisit,1,351.26,1034
20011391,9022437,2020-07-21,0,FieldVisit,1,189.45,1088
20011392,9024543,2023-10-11,0,Call,1,838.29,1041
20011393,9007046,2023-09-05,0,SMS,1,888.57,1002
20011394,9016781,2023-06-26,0,SMS,1,838.74,1058
20011395,9028864,2024-11-14,90,SMS,1,636.14,1077
20011396,9011891,2021-09-11,0,Email,1,606.0,1015
20011397,9001701,2022-10-15,0,SMS,0,0.0,1071
20011398,9020785,2020-05-18,0,Call,0,0.0,1074
20011399,9017181,2022-11-05,30,Email,0,0.0,1071
20011400,9015097,2022-07-11,0,Call,0,0.0,1062
20011401,9011809,2024-08-18,180,FieldVisit,1,764.29,1043
20011402,9024089,2025-06-09,0,Email,0,0.0,1052
20011403,9029364,2023-04-10,0,Call,0,0.0,1096
20011404,9020368,2024-01-17,0,Call,0,0.0,1058
20011405,9002261,2020-11-30,0,Email,0,0.0,1086
20011406,9024554,2024-11-15,120,FieldVisit,0,0.0,1072
20011407,9016274,2024-12-13,90,SMS,1,931.65,1077
20011408,9025021,2025-09-18,0,Email,0,0.0,1093
20011409,9004364,2021-08-09,0,Email,0,0.0,1018
20011410,9002639,2024-08-27,30,SMS,1,318.23,1024
20011411,9014891,2022-01-19,0,SMS,0,0.0,1011
20011412,9024859,2023-09-13,180,Email,0,0.0,1049
20011413,9016616,2024-10-10,30,FieldVisit,1,331.26,1087
20011414,9018938,2022-12-24,30,Call,0,0.0,1085
20011415,9017255,2022-06-15,0,SMS,0,0.0,1031
20011416,9022701,2022-07-23,0,LegalNotice,1,532.41,1081
20011417,9027368,2023-08-02,30,Call,1,544.4,1092
20011418,9029515,2020-07-30,0,Email,0,0.0,1025
20011419,9005712,2021-03-02,90,Call,0,0.0,1080
20011420,9009198,2022-01-31,0,Call,0,0.0,1003
20011421,9018770,2025-07-20,30,Call,0,0.0,1024
20011422,9005737,2020-09-01,0,Call,1,293.04,1092
20011423,9006457,2021-05-06,0,SMS,0,0.0,1055
20011424,9004219,2020-01-31,180,Email,0,0.0,1030
20011425,9010659,2022-09-09,30,Call,1,894.75,1073
20011426,9011236,2024-09-28,90,Call,0,0.0,1093
20011427,9029990,2023-04-18,0,SMS,1,200.99,1022
20011428,9019602,2025-01-20,30,SMS,0,0.0,1061
20011429,9024565,2020-10-29,0,Call,0,0.0,1052
20011430,9013419,2025-08-26,0,SMS,1,862.4,1076
20011431,9028631,2025-09-25,0,Email,1,725.07,1091
20011432,9013274,2022-12-15,0,SMS,1,212.5,1059
20011433,9014116,2020-02-16,60,Call,0,0.0,1085
20011434,9013888,2023-01-02,30,Email,1,671.23,1023
20011435,9009572,2020-02-25,0,FieldVisit,1,243.81,1004
20011436,9015410,2022-02-01,0,Email,1,429.52,1077
20011437,9021907,2020-05-15,90,Email,0,0.0,1083
20011438,9025388,2025-01-01,90,Call,1,335.43,1047
20011439,9016793,2022-07-17,180,SMS,0,0.0,1090
20011440,9007718,2024-04-15,0,FieldVisit,0,0.0,1091
20011441,9016770,2021-04-04,60,Call,1,382.86,1075
20011442,9025675,2024-09-12,30,FieldVisit,1,625.1,1055
20011443,9029856,2022-05-05,60,Call,0,0.0,1021
20011444,9019607,2025-07-28,30,FieldVisit,0,0.0,1006
20011445,9011091,2024-02-26,0,Call,0,0.0,1031
20011446,9010034,2023-04-17,0,Call,0,0.0,1058
20011447,9021397,2023-03-08,0,Email,0,0.0,1085
20011448,9014265,2025-05-08,0,SMS,1,897.58,1006
20011449,9007931,2025-06-10,0,Call,0,0.0,1068
20011450,9009678,2022-07-23,30,Email,1,539.99,1049
20011451,9002835,2025-02-02,60,Email,1,955.02,1083
20011452,9020630,2024-07-10,30,Email,0,0.0,1002
20011453,9001722,2020-01-04,0,SMS,0,0.0,1007
20011454,9021846,2021-06-03,30,LegalNotice,0,0.0,1029
20011455,9024818,2024-09-06,30,FieldVisit,0,0.0,1007
20011456,9017969,2020-02-29,60,SMS,1,839.24,1078
20011457,9026399,2021-01-27,90,Call,1,110.17,1058
20011458,9007219,2021-09-15,30,SMS,0,0.0,1012
20011459,9015433,2022-05-25,60,Call,1,767.36,1034
20011460,9013173,2024-09-27,90,Email,0,0.0,1041
20011461,9012090,2023-04-04,0,Call,1,397.42,1030
20011462,9014057,2023-07-23,0,Email,0,0.0,1093
20011463,9019165,2020-12-15,0,SMS,0,0.0,1064
20011464,9028498,2024-06-18,0,SMS,0,0.0,1079
20011465,9014264,2024-07-23,0,SMS,1,265.29,1029
20011466,9029673,2021-08-14,0,Call,0,0.0,1061
20011467,9007838,2025-03-15,30,Email,0,0.0,1038
20011468,9009707,2022-01-11,30,Email,0,0.0,1064
20011469,9029365,2023-09-27,0,FieldVisit,0,0.0,1089
20011470,9005075,2021-09-25,120,Call,1,147.63,1077
20011471,9011779,2021-07-11,0,FieldVisit,0,0.0,1094
20011472,9012691,2025-02-03,60,Call,0,0.0,1001
20011473,9002120,2021-01-12,90,SMS,0,0.0,1075
20011474,9004907,2025-09-17,60,SMS,0,0.0,1097
20011475,9001817,2022-02-14,0,SMS,0,0.0,1075
20011476,9025106,2025-06-01,60,SMS,1,800.85,1091
20011477,9025086,2023-11-08,0,Email,0,0.0,1024
20011478,9001266,2020-08-03,0,Email,1,355.76,1080
20011479,9006362,2022-11-29,90,SMS,0,0.0,1064
20011480,9000934,2023-09-04,0,Call,1,855.5,1028
20011481,9023314,2020-09-07,0,SMS,0,0.0,1062
20011482,9023135,2025-04-30,0,Email,0,0.0,1053
20011483,9025545,2023-12-04,30,FieldVisit,1,561.18,1030
20011484,9005667,2024-05-09,0,SMS,1,561.21,1063
20011485,9026199,2022-05-22,0,Call,1,958.63,1077
20011486,9012452,2024-10-31,0,SMS,0,0.0,1032
20011487,9002211,2021-02-04,0,Call,0,0.0,1048
20011488,9019188,2021-10-01,30,SMS,1,223.64,1051
20011489,9017000,2024-09-23,90,Call,1,901.98,1078
20011490,9008146,2024-04-13,30,Call,0,0.0,1067
20011491,9022888,2020-11-10,30,SMS,0,0.0,1037
20011492,9029490,2024-05-16,30,SMS,1,298.97,1065
20011493,9025943,2025-04-12,30,FieldVisit,1,439.57,1081
20011494,9025485,2021-06-08,0,SMS,1,696.83,1024
20011495,9014117,2023-08-13,0,Email,0,0.0,1042
20011496,9002254,2021-05-08,0,FieldVisit,0,0.0,1096
20011497,9008244,2024-08-09,0,Email,0,0.0,1066
20011498,9023738,2023-06-23,30,Email,1,328.0,1017
20011499,9016010,2022-01-22,30,Email,1,392.98,1003
20011500,9021710,2020-12-14,0,FieldVisit,1,858.98,1073
20011501,9011029,2021-02-12,0,Email,0,0.0,1083
20011502,9016627,2021-07-27,0,Call,0,0.0,1083
20011503,9026168,2021-06-05,90,Email,1,265.52,1039
20011504,9015447,2020-09-26,0,Call,1,569.89,1001
20011505,9005401,2024-05-13,0,Call,1,660.85,1002
20011506,9000004,2023-06-16,0,Email,0,0.0,1019
20011507,9024165,2020-05-23,0,SMS,0,0.0,1043
20011508,9022590,2021-05-05,30,Call,0,0.0,1044
20011509,9020107,2020-11-01,0,Call,0,0.0,1008
20011510,9017075,2023-12-12,30,Call,0,0.0,1042
20011511,9008705,2024-06-30,0,LegalNotice,1,670.06,1030
20011512,9028069,2024-04-20,30,Email,0,0.0,1026
20011513,9004920,2020-01-13,120,Email,0,0.0,1070
20011514,9016373,2024-12-01,120,Call,0,0.0,1005
20011515,9014374,2020-06-19,60,SMS,0,0.0,1020
20011516,9021661,2022-10-15,0,Email,0,0.0,1050
20011517,9017435,2023-11-03,0,Call,0,0.0,1093
20011518,9013994,2021-08-10,30,SMS,0,0.0,1062
20011519,9020548,2024-05-16,0,Call,1,255.98,1087
20011520,9014760,2023-04-05,0,Call,1,787.29,1079
20011521,9022682,2021-08-28,30,Call,1,181.85,1071
20011522,9005319,2024-02-22,0,Email,1,335.66,1084
20011523,9018080,2020-09-03,0,Call,1,839.56,1071
20011524,9022413,2020-10-11,0,Call,0,0.0,1028
20011525,9026473,2022-12-21,0,Call,1,992.52,1063
20011526,9019218,2025-03-13,60,Call,1,526.6,1005
20011527,9010459,2022-10-31,90,SMS,0,0.0,1091
20011528,9029676,2023-12-24,180,Call,1,636.29,1098
20011529,9021869,2024-12-15,60,Call,0,0.0,1086
20011530,9029155,2022-06-06,120,Email,1,762.05,1080
20011531,9023824,2024-07-13,30,Call,1,751.48,1082
20011532,9021085,2024-11-09,30,Call,0,0.0,1045
20011533,9019186,2022-01-01,0,SMS,1,672.05,1094
20011534,9006244,2024-07-15,0,SMS,1,151.42,1076
20011535,9003403,2025-03-20,30,Call,0,0.0,1047
20011536,9005446,2022-08-08,60,Email,1,478.35,1021
20011537,9006368,2023-04-26,120,FieldVisit,0,0.0,1077
20011538,9023998,2020-04-01,30,LegalNotice,1,742.6,1068
20011539,9015445,2022-06-21,60,LegalNotice,1,885.34,1042
20011540,9000990,2023-08-21,0,SMS,1,336.52,1069
20011541,9002676,2020-12-07,0,Email,1,277.01,1026
20011542,9010136,2022-03-25,0,Call,0,0.0,1003
20011543,9020695,2021-07-19,30,SMS,1,397.7,1039
20011544,9025019,2024-01-21,30,Email,0,0.0,1018
20011545,9028831,2023-04-06,0,Call,0,0.0,1079
20011546,9005398,2025-04-27,0,Call,0,0.0,1067
20011547,9009693,2024-08-27,60,SMS,0,0.0,1018
20011548,9002979,2023-05-24,30,SMS,1,540.5,1094
20011549,9001192,2023-07-16,120,SMS,0,0.0,1050
20011550,9029938,2021-04-29,0,FieldVisit,0,0.0,1005
20011551,9018574,2023-07-29,90,FieldVisit,0,0.0,1013
20011552,9018482,2023-02-03,90,SMS,0,0.0,1040
20011553,9023065,2021-04-16,60,Call,1,699.03,1053
20011554,9017523,2024-11-18,30,Call,0,0.0,1074
20011555,9004286,2020-02-25,30,Email,0,0.0,1086
20011556,9006918,2020-04-05,120,Email,0,0.0,1070
20011557,9029021,2024-04-24,0,FieldVisit,1,709.17,1088
20011558,9005242,2024-07-08,0,Call,0,0.0,1056
20011559,9015126,2022-08-17,90,Call,1,623.54,1060
20011560,9010266,2022-06-13,90,FieldVisit,0,0.0,1059
20011561,9002468,2023-03-30,0,FieldVisit,0,0.0,1094
20011562,9023774,2023-06-08,60,Call,1,825.94,1058
20011563,9003062,2023-04-13,30,LegalNotice,1,994.12,1037
20011564,9009756,2021-02-07,30,Call,0,0.0,1095
20011565,9029438,2025-05-16,30,Email,0,0.0,1049
20011566,9015184,2021-03-29,0,LegalNotice,1,877.25,1090
20011567,9015814,2021-10-13,0,FieldVisit,0,0.0,1036
20011568,9001840,2023-10-14,0,LegalNotice,1,324.25,1022
20011569,9010819,2021-03-21,0,SMS,0,0.0,1099
20011570,9008684,2022-08-25,0,Call,0,0.0,1057
20011571,9011362,2021-12-11,0,Email,0,0.0,1035
20011572,9009233,2022-04-21,0,SMS,0,0.0,1097
20011573,9012839,2024-04-18,60,Call,0,0.0,1097
20011574,9024624,2023-06-04,0,Call,1,748.77,1015
20011575,9013764,2021-02-02,0,Call,1,408.75,1031
20011576,9025632,2022-08-07,0,Call,1,609.63,1040
20011577,9002566,2022-12-23,0,SMS,1,962.98,1097
20011578,9018858,2023-07-12,0,Email,0,0.0,1010
20011579,9006834,2023-08-24,0,Email,1,296.38,1049
20011580,9015445,2021-04-24,30,FieldVisit,0,0.0,1007
20011581,9002795,2022-03-26,0,SMS,0,0.0,1087
20011582,9010230,2024-12-15,90,Call,0,0.0,1082
20011583,9019243,2024-05-10,30,SMS,0,0.0,1050
20011584,9011481,2023-05-22,0,SMS,1,789.23,1068
20011585,9015450,2021-08-12,120,Email,0,0.0,1007
20011586,9017664,2021-02-09,30,Call,1,420.43,1013
20011587,9028778,2020-09-18,0,SMS,0,0.0,1036
20011588,9004492,2023-05-03,0,Call,1,800.74,1054
20011589,9000905,2022-02-08,0,Call,1,776.08,1086
20011590,9004246,2025-06-18,30,FieldVisit,0,0.0,1055
20011591,9007547,2021-10-05,0,SMS,0,0.0,1030
20011592,9028410,2021-08-28,90,Email,0,0.0,1087
20011593,9022318,2021-06-09,0,Call,1,736.88,1042
20011594,9012558,2024-02-12,0,SMS,0,0.0,1020
20011595,9026123,2023-06-18,60,SMS,1,343.07,1057
20011596,9022295,2025-01-30,0,Call,1,100.79,1077
20011597,9004208,2023-06-06,30,FieldVisit,1,938.38,1086
20011598,9014239,2022-08-24,0,FieldVisit,1,454.05,1011
20011599,9007641,2024-06-05,0,Call,0,0.0,1037
20011600,9007055,2020-12-06,120,Email,1,469.51,1016
20011601,9006754,2022-01-19,90,FieldVisit,0,0.0,1037
20011602,9028911,2022-04-19,30,SMS,0,0.0,1084
20011603,9009935,2025-05-31,0,SMS,0,0.0,1057
20011604,9029301,2021-04-02,60,Call,1,790.87,1014
20011605,9027343,2020-09-04,30,Email,1,470.68,1092
20011606,9009102,2025-08-03,30,SMS,1,807.16,1043
20011607,9001878,2023-09-11,30,LegalNotice,1,846.79,1009
20011608,9006498,2023-02-11,0,SMS,0,0.0,1021
20011609,9001670,2024-05-01,0,Email,0,0.0,1030
20011610,9010631,2022-06-29,0,Call,1,231.4,1040
20011611,9018173,2022-09-22,0,FieldVisit,0,0.0,1093
20011612,9019571,2025-02-10,30,Call,1,676.51,1069
20011613,9023409,2021-06-04,0,Call,0,0.0,1039
